"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SAN MARTIN (000)",66729,47469,7215,5969,6076
"Empleado (001)",18436,6169,2878,4273,5116
"Obrero (002)",9535,5420,1783,1450,882
"Trabajador independiente (003)",28602,26777,1825,,
"Empleador o patrono (004)",1728,1246,287,146,49
"Trabajador familiar no remunerado (005)",5464,4893,442,100,29
"Trabajador del hogar (006)",2964,2964,,,
"De 06 a 14 años (008)",1499,1330,126,41,2
"Empleado (009)",103,86,12,5,
"Obrero (010)",175,132,28,13,2
"Trabajador independiente (011)",259,238,21,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",770,682,65,23,
"Trabajador del hogar (014)",190,190,,,
"De 15 a 29 años (016)",22953,16470,2951,2021,1511
"Empleado (017)",7129,3155,1339,1390,1245
"Obrero (018)",3834,2270,772,552,240
"Trabajador independiente (019)",7585,7017,568,,
"Empleador o patrono (020)",426,298,70,45,13
"Trabajador familiar no remunerado (021)",2371,2122,202,34,13
"Trabajador del hogar (022)",1608,1608,,,
"De 30 a 44 años (024)",24089,16080,2571,2656,2782
"Empleado (025)",7357,1966,1055,1972,2364
"Obrero (026)",3304,1672,636,605,391
"Trabajador independiente (027)",10766,10097,669,,
"Empleador o patrono (028)",673,474,120,60,19
"Trabajador familiar no remunerado (029)",1271,1153,91,19,8
"Trabajador del hogar (030)",718,718,,,
"De 45 a 64 años (032)",15602,11257,1425,1194,1726
"Empleado (033)",3680,878,453,877,1472
"Obrero (034)",1954,1143,319,260,232
"Trabajador independiente (035)",8248,7749,499,,
"Empleador o patrono (036)",502,368,83,36,15
"Trabajador familiar no remunerado (037)",852,753,71,21,7
"Trabajador del hogar (038)",366,366,,,
"De 65 y más años (040)",2586,2332,142,57,55
"Empleado (041)",167,84,19,29,35
"Obrero (042)",268,203,28,20,17
"Trabajador independiente (043)",1744,1676,68,,
"Empleador o patrono (044)",125,104,14,5,2
"Trabajador familiar no remunerado (045)",200,183,13,3,1
"Trabajador del hogar (046)",82,82,,,
,,,,,
"URBANA (048)",60798,42410,6597,5815,5976
"Empleado (049)",18141,6053,2814,4237,5037
"Obrero (050)",8732,4887,1621,1359,865
"Trabajador independiente (051)",25400,23816,1584,,
