"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia LEONCIO PRADO",,,,,,,
"Viviendas particulares (001)",29114,5326,1736,1068,18969,872,1143
"Ocupantes presentes (002)",114713,19187,6884,4549,76415,3249,4429
"Casa independiente",,,,,,,
"Viviendas particulares (004)",21656,3508,1533,975,14143,653,844
"Ocupantes presentes (005)",89295,13440,6139,4246,59561,2543,3366
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",559,402,,8,118,16,15
"Ocupantes presentes (008)",1675,1090,,27,447,59,52
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",1138,883,,15,181,22,37
"Ocupantes presentes (011)",3807,2776,,68,754,65,144
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",369,242,,4,77,31,15
"Ocupantes presentes (014)",1317,774,,20,344,116,63
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",5158,218,169,58,4374,132,207
"Ocupantes presentes (017)",17728,780,593,167,15091,400,697
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",171,53,34,8,45,10,21
"Ocupantes presentes (020)",742,288,152,21,147,41,93
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",36,20,,,8,5,3
"Ocupantes presentes (023)",98,39,,,29,17,13
"Otro tipo",,,,,,,
"Viviendas particulares (025)",27,,,,23,3,1
"Ocupantes presentes (026)",51,,,,42,8,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",16160,4415,1076,915,8591,460,703
"Ocupantes presentes (029)",66676,15824,4314,3999,37793,1874,2872
"Casa independiente",,,,,,,
"Viviendas particulares (031)",13883,2815,1042,880,8160,374,612
"Ocupantes presentes (032)",59025,10857,4162,3863,36067,1569,2507
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",559,402,,8,118,16,15
"Ocupantes presentes (035)",1675,1090,,27,447,59,52
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",1138,883,,15,181,22,37
"Ocupantes presentes (038)",3807,2776,,68,754,65,144
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",369,242,,4,77,31,15
"Ocupantes presentes (041)",1317,774,,20,344,116,63
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",171,53,34,8,45,10,21
"Ocupantes presentes (047)",742,288,152,21,147,41,93
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",35,20,,,7,5,3
"Ocupantes presentes (050)",97,39,,,28,17,13
"Otro tipo",,,,,,,
"Viviendas particulares (052)",5,,,,3,2,
"Ocupantes presentes (053)",13,,,,6,7,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",12954,911,660,153,10378,412,440
"Ocupantes presentes (056)",48037,3363,2570,550,38622,1375,1557
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7773,693,491,95,5983,279,232
"Ocupantes presentes (059)",30270,2583,1977,383,23494,974,859
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",5158,218,169,58,4374,132,207
"Ocupantes presentes (071)",17728,780,593,167,15091,400,697
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",1,,,,1,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",22,,,,20,1,1
"Ocupantes presentes (080)",38,,,,36,1,1
