"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia JAUJA (000)",56070,53558,2512
"Hombres (001)",25925,25043,882
"Mujeres (002)",30145,28515,1630
"De 18 a 29 años (003)",16336,15402,934
"Hombres (004)",7919,7408,511
"Mujeres (005)",8417,7994,423
"De 30 a 44 años (006)",16030,15778,252
"Hombres (007)",7188,7100,88
"Mujeres (008)",8842,8678,164
"De 45 a 64 años (009)",14610,14253,357
"Hombres (010)",6663,6548,115
"Mujeres (011)",7947,7705,242
"De 65 y más años (012)",9094,8125,969
"Hombres (013)",4155,3987,168
"Mujeres (014)",4939,4138,801
,,,
"URBANA (015)",40001,38394,1607
"Hombres (016)",18377,17776,601
"Mujeres (017)",21624,20618,1006
"De 18 a 29 años (018)",11670,11052,618
"Hombres (019)",5649,5289,360
"Mujeres (020)",6021,5763,258
"De 30 a 44 años (021)",11447,11288,159
"Hombres (022)",5050,4991,59
"Mujeres (023)",6397,6297,100
"De 45 a 64 años (024)",10336,10116,220
"Hombres (025)",4670,4595,75
"Mujeres (026)",5666,5521,145
"De 65 y más años (027)",6548,5938,610
"Hombres (028)",3008,2901,107
"Mujeres (029)",3540,3037,503
,,,
"RURAL (030)",16069,15164,905
"Hombres (031)",7548,7267,281
"Mujeres (032)",8521,7897,624
"De 18 a 29 años (033)",4666,4350,316
"Hombres (034)",2270,2119,151
"Mujeres (035)",2396,2231,165
"De 30 a 44 años (036)",4583,4490,93
"Hombres (037)",2138,2109,29
"Mujeres (038)",2445,2381,64
"De 45 a 64 años (039)",4274,4137,137
"Hombres (040)",1993,1953,40
"Mujeres (041)",2281,2184,97
"De 65 y más años (042)",2546,2187,359
"Hombres (043)",1147,1086,61
"Mujeres (044)",1399,1101,298
