"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANCA SANCOS (000)",168,75,93
"Sin nivel (001)",7,1,6
"Primaria (003)",72,32,40
"Secundaria (004)",67,33,34
"Superior no univ. incompleta (005)",4,2,2
"Superior no univ. completa (006)",10,5,5
"Superior univ. incompleta (007)",2,1,1
"Superior univ. completa (008)",6,1,5
"Hombres (010)",148,63,85
"Sin nivel (011)",7,1,6
"Primaria (013)",61,25,36
"Secundaria (014)",58,28,30
"Superior no univ. incompleta (015)",4,2,2
"Superior no univ. completa (016)",10,5,5
"Superior univ. incompleta (017)",2,1,1
"Superior univ. completa (018)",6,1,5
"Mujeres (020)",20,12,8
"Primaria (023)",11,7,4
"Secundaria (024)",9,5,4
,,,
"AREA URBANA (030)",77,48,29
"Sin nivel (031)",1,1,
"Primaria (033)",28,21,7
"Secundaria (034)",35,20,15
"Superior no univ. incompleta (035)",3,2,1
"Superior no univ. completa (036)",6,3,3
"Superior univ. completa (038)",4,1,3
"Hombres (040)",67,42,25
"Sin nivel (041)",1,1,
"Primaria (043)",25,19,6
"Secundaria (044)",28,16,12
"Superior no univ. incompleta (045)",3,2,1
"Superior no univ. completa (046)",6,3,3
"Superior univ. completa (048)",4,1,3
"Mujeres (050)",10,6,4
"Primaria (053)",3,2,1
"Secundaria (054)",7,4,3
,,,
"AREA RURAL (060)",91,27,64
"Sin nivel (061)",6,,6
"Primaria (063)",44,11,33
"Secundaria (064)",32,13,19
"Superior no univ. incompleta (065)",1,,1
"Superior no univ. completa (066)",4,2,2
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",2,,2
"Hombres (070)",81,21,60
"Sin nivel (071)",6,,6
"Primaria (073)",36,6,30
"Secundaria (074)",30,12,18
"Superior no univ. incompleta (075)",1,,1
"Superior no univ. completa (076)",4,2,2
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",2,,2
"Mujeres (080)",10,6,4
"Primaria (083)",8,5,3
"Secundaria (084)",2,1,1
