"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PISCO (000)",2743,463,2280
"Sin nivel (001)",37,3,34
"Educación inicial (002)",3,1,2
"Primaria (003)",412,35,377
"Secundaria (004)",1299,250,1049
"Superior no univ. incompleta (005)",225,52,173
"Superior no univ. completa (006)",431,67,364
"Superior univ. incompleta (007)",123,21,102
"Superior univ. completa (008)",213,34,179
"De 14 a 29 años (010)",1295,374,921
"Sin nivel (011)",9,3,6
"Educación inicial (012)",1,1,
"Primaria (013)",85,21,64
"Secundaria (014)",661,205,456
"Superior no univ. incompleta (015)",148,46,102
"Superior no univ. completa (016)",226,52,174
"Superior univ. incompleta (017)",76,18,58
"Superior univ. completa (018)",89,28,61
"De 30 a 44 años (020)",866,76,790
"Sin nivel (021)",6,,6
"Educación inicial (022)",2,,2
"Primaria (023)",100,11,89
"Secundaria (024)",424,38,386
"Superior no univ. incompleta (025)",57,6,51
"Superior no univ. completa (026)",159,13,146
"Superior univ. incompleta (027)",30,2,28
"Superior univ. completa (028)",88,6,82
"De 45 a 64 años (030)",494,13,481
"Sin nivel (031)",11,,11
"Primaria (033)",170,3,167
"Secundaria (034)",196,7,189
"Superior no univ. incompleta (035)",20,,20
"Superior no univ. completa (036)",45,2,43
"Superior univ. incompleta (037)",17,1,16
"Superior univ. completa (038)",35,,35
"De 65 y más años (040)",88,,88
"Sin nivel (041)",11,,11
"Primaria (043)",57,,57
"Secundaria (044)",18,,18
"Superior no univ. completa (046)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",2597,431,2166
"Sin nivel (051)",30,2,28
"Educación inicial (052)",3,1,2
"Primaria (053)",385,31,354
"Secundaria (054)",1222,235,987
"Superior no univ. incompleta (055)",218,49,169
"Superior no univ. completa (056)",418,64,354
"Superior univ. incompleta (057)",119,20,99
"Superior univ. completa (058)",202,29,173
"De 14 a 29 años (060)",1215,347,868
"Sin nivel (061)",6,2,4
"Educación inicial (062)",1,1,
"Primaria (063)",76,19,57
"Secundaria (064)",610,190,420
"Superior no univ. incompleta (065)",145,45,100
"Superior no univ. completa (066)",220,49,171
"Superior univ. incompleta (067)",73,17,56
"Superior univ. completa (068)",84,24,60
"De 30 a 44 años (070)",825,71,754
"Sin nivel (071)",5,,5
"Educación inicial (072)",2,,2
"Primaria (073)",94,9,85
"Secundaria (074)",403,38,365
"Superior no univ. incompleta (075)",53,4,49
"Superior no univ. completa (076)",155,13,142
"Superior univ. incompleta (077)",29,2,27
"Superior univ. completa (078)",84,5,79
"De 45 a 64 años (080)",477,13,464
"Sin nivel (081)",10,,10
"Primaria (083)",163,3,160
"Secundaria (084)",192,7,185
"Superior no univ. incompleta (085)",20,,20
"Superior no univ. completa (086)",42,2,40
"Superior univ. incompleta (087)",17,1,16
"Superior univ. completa (088)",33,,33
"De 65 y más años (090)",80,,80
"Sin nivel (091)",9,,9
"Primaria (093)",52,,52
"Secundaria (094)",17,,17
"Superior no univ. completa (096)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",146,32,114
"Sin nivel (101)",7,1,6
"Primaria (103)",27,4,23
"Secundaria (104)",77,15,62
"Superior no univ. incompleta (105)",7,3,4
"Superior no univ. completa (106)",13,3,10
"Superior univ. incompleta (107)",4,1,3
"Superior univ. completa (108)",11,5,6
"De 14 a 29 años (110)",80,27,53
"Sin nivel (111)",3,1,2
"Primaria (113)",9,2,7
"Secundaria (114)",51,15,36
"Superior no univ. incompleta (115)",3,1,2
"Superior no univ. completa (116)",6,3,3
"Superior univ. incompleta (117)",3,1,2
"Superior univ. completa (118)",5,4,1
"De 30 a 44 años (120)",41,5,36
"Sin nivel (121)",1,,1
"Primaria (123)",6,2,4
"Secundaria (124)",21,,21
"Superior no univ. incompleta (125)",4,2,2
"Superior no univ. completa (126)",4,,4
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",4,1,3
"De 45 a 64 años (130)",17,,17
"Sin nivel (131)",1,,1
"Primaria (133)",7,,7
"Secundaria (134)",4,,4
"Superior no univ. completa (136)",3,,3
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",8,,8
"Sin nivel (141)",2,,2
"Primaria (143)",5,,5
"Secundaria (144)",1,,1
