"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia LUYA (000)",27278,24803,2475
"Hombres (001)",14096,13156,940
"Mujeres (002)",13182,11647,1535
"De 18 a 29 años (003)",8164,7341,823
"Hombres (004)",4358,3946,412
"Mujeres (005)",3806,3395,411
"De 30 a 44 años (006)",8382,8002,380
"Hombres (007)",4419,4256,163
"Mujeres (008)",3963,3746,217
"De 45 a 64 años (009)",6835,6376,459
"Hombres (010)",3497,3328,169
"Mujeres (011)",3338,3048,290
"De 65 y más años (012)",3897,3084,813
"Hombres (013)",1822,1626,196
"Mujeres (014)",2075,1458,617
,,,
"URBANA (015)",11531,10784,747
"Hombres (016)",5629,5393,236
"Mujeres (017)",5902,5391,511
"De 18 a 29 años (018)",3088,2872,216
"Hombres (019)",1563,1457,106
"Mujeres (020)",1525,1415,110
"De 30 a 44 años (021)",3594,3510,84
"Hombres (022)",1801,1768,33
"Mujeres (023)",1793,1742,51
"De 45 a 64 años (024)",2956,2835,121
"Hombres (025)",1470,1422,48
"Mujeres (026)",1486,1413,73
"De 65 y más años (027)",1893,1567,326
"Hombres (028)",795,746,49
"Mujeres (029)",1098,821,277
,,,
"RURAL (030)",15747,14019,1728
"Hombres (031)",8467,7763,704
"Mujeres (032)",7280,6256,1024
"De 18 a 29 años (033)",5076,4469,607
"Hombres (034)",2795,2489,306
"Mujeres (035)",2281,1980,301
"De 30 a 44 años (036)",4788,4492,296
"Hombres (037)",2618,2488,130
"Mujeres (038)",2170,2004,166
"De 45 a 64 años (039)",3879,3541,338
"Hombres (040)",2027,1906,121
"Mujeres (041)",1852,1635,217
"De 65 y más años (042)",2004,1517,487
"Hombres (043)",1027,880,147
"Mujeres (044)",977,637,340
