"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia MARISCAL RAMON CASTILLA",,,
"Viviendas particulares (001)",681,596,85
"Ocupantes presentes (002)",3493,3039,454
"Casa independiente",,,
"Viviendas particulares (004)",453,405,48
"Ocupantes presentes (005)",2490,2249,241
"Departamento en edificio",,,
"Viviendas particulares (007)",2,2,
"Ocupantes presentes (008)",7,7,
"Vivienda en quinta",,,
"Viviendas particulares (010)",109,109,
"Ocupantes presentes (011)",359,359,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (016)",114,77,37
"Ocupantes presentes (017)",625,412,213
"Vivienda improvisada",,,
"Viviendas particulares (019)",2,2,
"Ocupantes presentes (020)",11,11,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",1,1,
"Ocupantes presentes (023)",1,1,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",447,413,34
"Ocupantes presentes (029)",2265,2081,184
"Casa independiente",,,
"Viviendas particulares (031)",333,299,34
"Ocupantes presentes (032)",1887,1703,184
"Departamento en edificio",,,
"Viviendas particulares (034)",2,2,
"Ocupantes presentes (035)",7,7,
"Vivienda en quinta",,,
"Viviendas particulares (037)",109,109,
"Ocupantes presentes (038)",359,359,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",2,2,
"Ocupantes presentes (047)",11,11,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,1,
"Ocupantes presentes (050)",1,1,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",234,183,51
"Ocupantes presentes (056)",1228,958,270
"Casa independiente",,,
"Viviendas particulares (058)",120,106,14
"Ocupantes presentes (059)",603,546,57
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",114,77,37
"Ocupantes presentes (071)",625,412,213
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
