"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ISLAY (000)",19589,16993,2596
"De 3 a 5 años (001)",2562,315,2247
"De 6 a 11 años (002)",5387,5111,276
"De 12 a 16 años (003)",4929,4902,27
"De 17 a 24 años (004)",6711,6665,46
"Hombres (005)",9926,8606,1320
"De 3 a 5 años (006)",1316,160,1156
"De 6 a 11 años (007)",2673,2544,129
"De 12 a 16 años (008)",2494,2483,11
"De 17 a 24 años (009)",3443,3419,24
"Mujeres (010)",9663,8387,1276
"De 3 a 5 años (011)",1246,155,1091
"De 6 a 11 años (012)",2714,2567,147
"De 12 a 16 años (013)",2435,2419,16
"De 17 a 24 años (014)",3268,3246,22
,,,
"URBANA (015)",17798,15422,2376
"De 3 a 5 años (016)",2341,285,2056
"De 6 a 11 años (017)",4936,4678,258
"De 12 a 16 años (018)",4503,4479,24
"De 17 a 24 años (019)",6018,5980,38
"Hombres (020)",8937,7734,1203
"De 3 a 5 años (021)",1203,149,1054
"De 6 a 11 años (022)",2441,2321,120
"De 12 a 16 años (023)",2270,2260,10
"De 17 a 24 años (024)",3023,3004,19
"Mujeres (025)",8861,7688,1173
"De 3 a 5 años (026)",1138,136,1002
"De 6 a 11 años (027)",2495,2357,138
"De 12 a 16 años (028)",2233,2219,14
"De 17 a 24 años (029)",2995,2976,19
,,,
"RURAL (030)",1791,1571,220
"De 3 a 5 años (031)",221,30,191
"De 6 a 11 años (032)",451,433,18
"De 12 a 16 años (033)",426,423,3
"De 17 a 24 años (034)",693,685,8
"Hombres (035)",989,872,117
"De 3 a 5 años (036)",113,11,102
"De 6 a 11 años (037)",232,223,9
"De 12 a 16 años (038)",224,223,1
"De 17 a 24 años (039)",420,415,5
"Mujeres (040)",802,699,103
"De 3 a 5 años (041)",108,19,89
"De 6 a 11 años (042)",219,210,9
"De 12 a 16 años (043)",202,200,2
"De 17 a 24 años (044)",273,270,3
