"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia URUBAMBA (000)",15104,183,4977,4605,1647,571,211,71,8,,2831
"Conviviente (001)",4557,59,1669,1474,508,159,44,10,1,,633
"Separado(a) (002)",601,10,207,190,91,33,11,4,1,,54
"Casado(a) (003)",6994,73,2482,2301,816,268,104,40,4,,906
"Viudo(a) (004)",1477,34,489,467,153,68,34,14,2,,216
"Divorciado(a) (005)",91,2,27,26,9,10,3,,,,14
"Soltero(a) (006)",1384,5,103,147,70,33,15,3,,,1008
,,,,,,,,,,,
"URBANA (008)",7734,79,2135,2177,930,339,133,43,5,,1893
"Conviviente (009)",2419,30,788,781,300,99,28,5,1,,387
"Separado(a) (010)",372,7,119,115,58,24,8,2,1,,38
"Casado(a) (011)",3251,27,931,978,444,153,64,26,3,,625
"Viudo(a) (012)",619,11,205,180,68,29,18,9,,,99
"Divorciado(a) (013)",60,2,15,18,5,7,1,,,,12
"Soltero(a) (014)",1013,2,77,105,55,27,14,1,,,732
,,,,,,,,,,,
"RURAL (016)",7370,104,2842,2428,717,232,78,28,3,,938
"Conviviente (017)",2138,29,881,693,208,60,16,5,,,246
"Separado(a) (018)",229,3,88,75,33,9,3,2,,,16
"Casado(a) (019)",3743,46,1551,1323,372,115,40,14,1,,281
"Viudo(a) (020)",858,23,284,287,85,39,16,5,2,,117
"Divorciado(a) (021)",31,,12,8,4,3,2,,,,2
"Soltero(a) (022)",371,3,26,42,15,6,1,2,,,276
