"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ACOBAMBA (000)",15302,1302,1638,7648,111,4526,77
"Conviviente (001)",2368,363,344,1207,11,436,7
"Separado(a) (002)",339,41,51,192,1,48,6
"Casado(a) (003)",8855,553,817,4819,77,2575,14
"Viudo(a) (004)",838,18,85,580,7,143,5
"Divorciado(a) (005)",85,2,7,60,1,14,1
"Soltero(a) (006)",2817,325,334,790,14,1310,44
"Hombres (008)",10340,794,1212,5871,87,2362,14
"Conviviente (009)",1616,228,265,924,8,190,1
"Separado(a) (010)",101,8,22,57,1,13,
"Casado(a) (011)",6532,384,624,4161,66,1293,4
"Viudo(a) (012)",281,6,28,192,2,53,
"Divorciado(a) (013)",42,1,3,30,1,7,
"Soltero(a) (014)",1768,167,270,507,9,806,9
"Mujeres (016)",4962,508,426,1777,24,2164,63
"Conviviente (017)",752,135,79,283,3,246,6
"Separado(a) (018)",238,33,29,135,,35,6
"Casado(a) (019)",2323,169,193,658,11,1282,10
"Viudo(a) (020)",557,12,57,388,5,90,5
"Divorciado(a) (021)",43,1,4,30,,7,1
"Soltero(a) (022)",1049,158,64,283,5,504,35
,,,,,,,
"URBANA (024)",4918,982,687,2442,57,701,49
"Conviviente (025)",1030,288,137,500,4,95,6
"Separado(a) (026)",139,27,17,79,,11,5
"Casado(a) (027)",2567,424,356,1363,39,376,9
"Viudo(a) (028)",233,10,30,178,5,7,3
"Divorciado(a) (029)",20,1,3,15,,,1
"Soltero(a) (030)",929,232,144,307,9,212,25
"Hombres (032)",3073,575,522,1603,43,322,8
"Conviviente (033)",654,171,114,333,4,31,1
"Separado(a) (034)",35,5,5,24,,1,
"Casado(a) (035)",1711,278,279,1000,31,121,2
"Viudo(a) (036)",79,4,12,57,2,4,
"Divorciado(a) (037)",11,,1,10,,,
"Soltero(a) (038)",583,117,111,179,6,165,5
"Mujeres (040)",1845,407,165,839,14,379,41
"Conviviente (041)",376,117,23,167,,64,5
"Separado(a) (042)",104,22,12,55,,10,5
"Casado(a) (043)",856,146,77,363,8,255,7
"Viudo(a) (044)",154,6,18,121,3,3,3
"Divorciado(a) (045)",9,1,2,5,,,1
"Soltero(a) (046)",346,115,33,128,3,47,20
,,,,,,,
"RURAL (048)",10384,320,951,5206,54,3825,28
"Conviviente (049)",1338,75,207,707,7,341,1
"Separado(a) (050)",200,14,34,113,1,37,1
"Casado(a) (051)",6288,129,461,3456,38,2199,5
"Viudo(a) (052)",605,8,55,402,2,136,2
"Divorciado(a) (053)",65,1,4,45,1,14,
"Soltero(a) (054)",1888,93,190,483,5,1098,19
"Hombres (056)",7267,219,690,4268,44,2040,6
"Conviviente (057)",962,57,151,591,4,159,
"Separado(a) (058)",66,3,17,33,1,12,
"Casado(a) (059)",4821,106,345,3161,35,1172,2
"Viudo(a) (060)",202,2,16,135,,49,
"Divorciado(a) (061)",31,1,2,20,1,7,
"Soltero(a) (062)",1185,50,159,328,3,641,4
"Mujeres (064)",3117,101,261,938,10,1785,22
"Conviviente (065)",376,18,56,116,3,182,1
"Separado(a) (066)",134,11,17,80,,25,1
"Casado(a) (067)",1467,23,116,295,3,1027,3
"Viudo(a) (068)",403,6,39,267,2,87,2
"Divorciado(a) (069)",34,,2,25,,7,
"Soltero(a) (070)",703,43,31,155,2,457,15
