"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PADRE ABAD (000)",11359,10755,46,2415,2231,1863,2320,1213,493,174,604,36473
"De 12 a 14 años (001)",48,22,1,20,1,,,,,,26,22
"De 15 a 19 años (002)",767,681,4,567,92,14,4,,,,86,809
"De 20 a 24 años (003)",1698,1516,7,836,490,140,40,3,,,182,2425
"De 25 a 29 años (004)",1761,1637,11,462,555,367,221,18,3,,124,3746
"De 30 a 34 años (005)",1595,1506,4,169,416,422,401,83,7,4,89,4626
"De 35 a 39 años (006)",1597,1568,8,132,294,362,524,204,40,4,29,5797
"De 40 a 44 años (007)",1292,1267,3,79,173,246,443,232,73,18,25,5421
"De 45 a 49 años (008)",853,841,1,39,79,134,255,209,100,24,12,4173
"De 50 y más años (009)",1748,1717,7,111,131,178,432,464,270,124,31,9454
"PEA (010)",4140,3885,19,791,839,721,837,443,187,48,255,13236
"De 12 a 14 años (011)",6,3,,3,,,,,,,3,3
"De 15 a 19 años (012)",189,165,1,126,33,3,2,,,,24,209
"De 20 a 24 años (013)",524,439,2,244,133,39,18,3,,,85,723
"De 25 a 29 años (014)",602,528,5,163,179,106,69,6,,,74,1166
"De 30 a 34 años (015)",536,512,2,79,150,133,124,21,1,2,24,1471
"De 35 a 39 años (016)",659,642,2,73,145,159,181,65,16,1,17,2198
"De 40 a 44 años (017)",618,604,2,40,100,135,189,99,32,7,14,2458
"De 45 a 49 años (018)",401,397,1,21,44,65,124,89,46,7,4,1885
"De 50 y más años (019)",605,595,4,42,55,81,130,160,92,31,10,3123
"Ocupada (020)",4032,3791,19,772,806,705,821,438,185,45,241,12949
"De 12 a 14 años (021)",6,3,,3,,,,,,,3,3
