"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia MARISCAL NIETO (000)",71151,61771,9380
"Casa independiente (001)",63701,56647,7054
"Departamento en edificio (002)",684,684,
"Vivienda en quinta (003)",219,219,
"Vivienda en casa de vecindad (004)",207,207,
"Choza o cabaña (005)",2311,,2311
"Vivienda improvisada (006)",3951,3951,
"Local no dest.para hab. humana (007)",58,58,
"Otro tipo (008)",20,5,15
