"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CELENDIN",,,,,,,,,
"Viviendas particulares (001)",11176,675,549,338,883,188,297,122,8124
"Ocupantes presentes (002)",46537,2606,2323,1399,3580,891,1224,511,34003
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",10905,675,547,326,860,179,275,111,7932
"Ocupantes presentes (005)",45406,2606,2312,1358,3480,837,1152,471,33190
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",12,,,,4,,,1,7
"Ocupantes presentes (008)",30,,,,11,,,4,15
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",138,,,12,13,7,17,8,81
"Ocupantes presentes (011)",608,,,41,56,52,49,33,377
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",88,,2,,5,2,5,1,73
"Ocupantes presentes (014)",377,,11,,31,2,23,2,308
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",23,,,,1,,,,22
"Ocupantes presentes (017)",95,,,,2,,,,93
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,,,,,,,1,9
"Ocupantes presentes (023)",21,,,,,,,1,20
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4573,125,121,114,377,171,273,102,3290
"Ocupantes presentes (029)",19195,425,502,509,1563,827,1116,430,13823
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4327,125,119,102,355,162,251,91,3122
"Ocupantes presentes (032)",18161,425,491,468,1465,773,1044,390,13105
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",12,,,,4,,,1,7
"Ocupantes presentes (035)",30,,,,11,,,4,15
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",138,,,12,13,7,17,8,81
"Ocupantes presentes (038)",608,,,41,56,52,49,33,377
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",88,,2,,5,2,5,1,73
"Ocupantes presentes (041)",377,,11,,31,2,23,2,308
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,,,,,,,1,7
"Ocupantes presentes (050)",19,,,,,,,1,18
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6603,550,428,224,506,17,24,20,4834
"Ocupantes presentes (056)",27342,2181,1821,890,2017,64,108,81,20180
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6578,550,428,224,505,17,24,20,4810
"Ocupantes presentes (059)",27245,2181,1821,890,2015,64,108,81,20085
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",23,,,,1,,,,22
"Ocupantes presentes (071)",95,,,,2,,,,93
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
