"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARABAYA (000)",51601,5909,2432,509,42804
"Conviviente (001)",17044,995,841,158,15059
"Separado(a) (002)",1440,82,45,11,1304
"Casado(a) (003)",11150,591,734,127,9726
"Viudo(a) (004)",2503,151,45,12,2296
"Divorciado(a) (005)",182,8,7,4,163
"Soltero(a) (006)",19282,4082,760,197,14256
"Hombres (008)",26909,2793,1428,371,22365
"Conviviente (009)",8734,317,501,123,7801
"Separado(a) (010)",385,7,21,5,353
"Casado(a) (011)",5762,256,454,102,4976
"Viudo(a) (012)",898,43,25,5,826
"Divorciado(a) (013)",88,,7,2,79
"Soltero(a) (014)",11042,2170,420,134,8330
"Mujeres (016)",24692,3116,1004,138,20439
"Conviviente (017)",8310,678,340,35,7258
"Separado(a) (018)",1055,75,24,6,951
"Casado(a) (019)",5388,335,280,25,4750
"Viudo(a) (020)",1605,108,20,7,1470
"Divorciado(a) (021)",94,8,,2,84
"Soltero(a) (022)",8240,1912,340,63,5926
,,,,,
"URBANA (024)",20992,2496,1967,291,16257
"Conviviente (025)",7199,442,680,97,5983
"Separado(a) (026)",671,47,40,5,580
"Casado(a) (027)",3985,243,591,63,3098
"Viudo(a) (028)",970,70,36,6,859
"Divorciado(a) (029)",72,3,5,4,60
"Soltero(a) (030)",8095,1691,615,116,5677
"Hombres (032)",10575,1160,1138,203,8092
"Conviviente (033)",3573,144,394,72,2966
"Separado(a) (034)",134,7,21,2,105
"Casado(a) (035)",2052,111,363,49,1539
"Viudo(a) (036)",305,18,18,3,267
"Divorciado(a) (037)",32,,5,2,25
"Soltero(a) (038)",4479,880,337,75,3190
"Mujeres (040)",10417,1336,829,88,8165
"Conviviente (041)",3626,298,286,25,3017
"Separado(a) (042)",537,40,19,3,475
"Casado(a) (043)",1933,132,228,14,1559
"Viudo(a) (044)",665,52,18,3,592
"Divorciado(a) (045)",40,3,,2,35
"Soltero(a) (046)",3616,811,278,41,2487
,,,,,
"RURAL (048)",30609,3413,465,218,26547
"Conviviente (049)",9845,553,161,61,9076
"Separado(a) (050)",769,35,5,6,724
"Casado(a) (051)",7165,348,143,64,6628
"Viudo(a) (052)",1533,81,9,6,1437
"Divorciado(a) (053)",110,5,2,,103
"Soltero(a) (054)",11187,2391,145,81,8579
"Hombres (056)",16334,1633,290,168,14273
"Conviviente (057)",5161,173,107,51,4835
"Separado(a) (058)",251,,,3,248
"Casado(a) (059)",3710,145,91,53,3437
"Viudo(a) (060)",593,25,7,2,559
"Divorciado(a) (061)",56,,2,,54
"Soltero(a) (062)",6563,1290,83,59,5140
"Mujeres (064)",14275,1780,175,50,12274
"Conviviente (065)",4684,380,54,10,4241
"Separado(a) (066)",518,35,5,3,476
"Casado(a) (067)",3455,203,52,11,3191
"Viudo(a) (068)",940,56,2,4,878
"Divorciado(a) (069)",54,5,,,49
"Soltero(a) (070)",4624,1101,62,22,3439
