"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia GRAN CHIMU (000)",30399,29865,405,129
"Hombres (001)",16389,16185,139,65
"Mujeres (002)",14010,13680,266,64
"Menores de 1 año (003)",624,501,84,39
"Hombres (004)",312,262,34,16
"Mujeres (005)",312,239,50,23
"De 1 a 5 años (006)",3247,3046,128,73
"Hombres (007)",1656,1555,61,40
"Mujeres (008)",1591,1491,67,33
"De 6 a 14 años (009)",6129,6109,13,7
"Hombres (010)",3162,3154,3,5
"Mujeres (011)",2967,2955,10,2
"De 15 a 29 años (012)",7382,7362,19,1
"Hombres (013)",4090,4083,6,1
"Mujeres (014)",3292,3279,13,
"De 30 a 44 años (015)",5913,5897,14,2
"Hombres (016)",3298,3294,3,1
"Mujeres (017)",2615,2603,11,1
"De 45 a 64 años (018)",4633,4596,35,2
"Hombres (019)",2565,2556,8,1
"Mujeres (020)",2068,2040,27,1
"De 65 a más años (021)",2471,2354,112,5
"Hombres (022)",1306,1281,24,1
"Mujeres (023)",1165,1073,88,4
,,,,
"URBANA (024)",6544,6484,46,14
"Hombres (025)",3275,3250,19,6
"Mujeres (026)",3269,3234,27,8
"Menores de 1 año (027)",107,93,11,3
"Hombres (028)",60,52,6,2
"Mujeres (029)",47,41,5,1
"De 1 a 5 años (030)",561,537,13,11
"Hombres (031)",305,295,6,4
"Mujeres (032)",256,242,7,7
"De 6 a 14 años (033)",1262,1262,,
"Hombres (034)",637,637,,
"Mujeres (035)",625,625,,
"De 15 a 29 años (036)",1609,1608,1,
"Hombres (037)",800,800,,
"Mujeres (038)",809,808,1,
"De 30 a 44 años (039)",1354,1353,1,
"Hombres (040)",655,654,1,
"Mujeres (041)",699,699,,
"De 45 a 64 años (042)",1048,1041,7,
"Hombres (043)",534,531,3,
"Mujeres (044)",514,510,4,
"De 65 a más años (045)",603,590,13,
"Hombres (046)",284,281,3,
"Mujeres (047)",319,309,10,
,,,,
"RURAL (048)",23855,23381,359,115
"Hombres (049)",13114,12935,120,59
"Mujeres (050)",10741,10446,239,56
"Menores de 1 año (051)",517,408,73,36
"Hombres (052)",252,210,28,14
"Mujeres (053)",265,198,45,22
"De 1 a 5 años (054)",2686,2509,115,62
"Hombres (055)",1351,1260,55,36
"Mujeres (056)",1335,1249,60,26
"De 6 a 14 años (057)",4867,4847,13,7
"Hombres (058)",2525,2517,3,5
"Mujeres (059)",2342,2330,10,2
"De 15 a 29 años (060)",5773,5754,18,1
"Hombres (061)",3290,3283,6,1
"Mujeres (062)",2483,2471,12,
"De 30 a 44 años (063)",4559,4544,13,2
"Hombres (064)",2643,2640,2,1
"Mujeres (065)",1916,1904,11,1
"De 45 a 64 años (066)",3585,3555,28,2
"Hombres (067)",2031,2025,5,1
"Mujeres (068)",1554,1530,23,1
"De 65 a más años (069)",1868,1764,99,5
"Hombres (070)",1022,1000,21,1
"Mujeres (071)",846,764,78,4
