"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TACNA (000)",207470,25664,42987,48225,38580,25053,26961
"Conviviente (001)",50178,483,8987,19443,12933,5316,3016
"Separado(a) (002)",9885,31,575,2379,2998,2203,1699
"Casado(a) (003)",54834,76,1230,9394,15484,13599,15051
"Viudo(a) (004)",6291,11,19,150,440,877,4794
"Divorciado(a) (005)",1745,,35,152,449,507,602
"Soltero(a) (006)",84537,25063,32141,16707,6276,2551,1799
"Hombres (008)",101963,12924,21305,22852,18720,12499,13663
"Conviviente (009)",24486,222,3292,9172,6865,3075,1860
"Separado(a) (010)",3244,10,116,602,994,815,707
"Casado(a) (011)",26853,32,400,3829,7311,6820,8461
"Viudo(a) (012)",1942,3,3,40,103,274,1519
"Divorciado(a) (013)",739,,15,53,176,219,276
"Soltero(a) (014)",44699,12657,17479,9156,3271,1296,840
"Mujeres (016)",105507,12740,21682,25373,19860,12554,13298
"Conviviente (017)",25692,261,5695,10271,6068,2241,1156
"Separado(a) (018)",6641,21,459,1777,2004,1388,992
"Casado(a) (019)",27981,44,830,5565,8173,6779,6590
"Viudo(a) (020)",4349,8,16,110,337,603,3275
"Divorciado(a) (021)",1006,,20,99,273,288,326
"Soltero(a) (022)",39838,12406,14662,7551,3005,1255,959
,,,,,,,
"URBANA (024)",193935,24177,40380,45414,36199,23284,24481
"Conviviente (025)",46291,464,8331,18119,11926,4817,2634
"Separado(a) (026)",9416,29,543,2281,2866,2105,1592
"Casado(a) (027)",51052,70,1147,8887,14630,12683,13635
"Viudo(a) (028)",5753,9,19,136,410,798,4381
"Divorciado(a) (029)",1666,,34,144,436,484,568
"Soltero(a) (030)",79757,23605,30306,15847,5931,2397,1671
"Hombres (032)",94378,12133,19824,21280,17400,11501,12240
"Conviviente (033)",22466,220,3058,8480,6303,2792,1613
"Separado(a) (034)",3017,9,107,561,932,762,646
"Casado(a) (035)",24825,27,377,3598,6879,6321,7623
"Viudo(a) (036)",1731,2,3,36,94,240,1356
"Divorciado(a) (037)",686,,14,50,168,203,251
"Soltero(a) (038)",41653,11875,16265,8555,3024,1183,751
"Mujeres (040)",99557,12044,20556,24134,18799,11783,12241
"Conviviente (041)",23825,244,5273,9639,5623,2025,1021
"Separado(a) (042)",6399,20,436,1720,1934,1343,946
"Casado(a) (043)",26227,43,770,5289,7751,6362,6012
"Viudo(a) (044)",4022,7,16,100,316,558,3025
"Divorciado(a) (045)",980,,20,94,268,281,317
"Soltero(a) (046)",38104,11730,14041,7292,2907,1214,920
,,,,,,,
"RURAL (048)",13535,1487,2607,2811,2381,1769,2480
"Conviviente (049)",3887,19,656,1324,1007,499,382
"Separado(a) (050)",469,2,32,98,132,98,107
"Casado(a) (051)",3782,6,83,507,854,916,1416
"Viudo(a) (052)",538,2,,14,30,79,413
"Divorciado(a) (053)",79,,1,8,13,23,34
"Soltero(a) (054)",4780,1458,1835,860,345,154,128
"Hombres (056)",7585,791,1481,1572,1320,998,1423
"Conviviente (057)",2020,2,234,692,562,283,247
"Separado(a) (058)",227,1,9,41,62,53,61
"Casado(a) (059)",2028,5,23,231,432,499,838
"Viudo(a) (060)",211,1,,4,9,34,163
"Divorciado(a) (061)",53,,1,3,8,16,25
"Soltero(a) (062)",3046,782,1214,601,247,113,89
"Mujeres (064)",5950,696,1126,1239,1061,771,1057
"Conviviente (065)",1867,17,422,632,445,216,135
"Separado(a) (066)",242,1,23,57,70,45,46
"Casado(a) (067)",1754,1,60,276,422,417,578
"Viudo(a) (068)",327,1,,10,21,45,250
"Divorciado(a) (069)",26,,,5,5,7,9
"Soltero(a) (070)",1734,676,621,259,98,41,39
