"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia RECUAY",,,,,,,
"Viviendas particulares (001)",4906,1630,80,153,285,115,2643
"Ocupantes presentes (002)",18746,6623,304,601,1254,428,9536
"Casa independiente",,,,,,,
"Viviendas particulares (004)",4573,1624,79,138,277,107,2348
"Ocupantes presentes (005)",17754,6605,302,548,1224,402,8673
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",8,1,,,,,7
"Ocupantes presentes (011)",27,1,,,,,26
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",44,,1,,,,43
"Ocupantes presentes (014)",154,,2,,,,152
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",273,2,,14,8,8,241
"Ocupantes presentes (017)",783,11,,52,30,26,664
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,,,1,,,3
"Ocupantes presentes (020)",18,,,1,,,17
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",4,3,,,,,1
"Ocupantes presentes (023)",10,6,,,,,4
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2740,1497,66,67,75,38,997
"Ocupantes presentes (029)",10563,6099,267,256,330,137,3474
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2680,1493,65,66,75,38,943
"Ocupantes presentes (032)",10354,6092,265,255,330,137,3275
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",8,1,,,,,7
"Ocupantes presentes (038)",27,1,,,,,26
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",44,,1,,,,43
"Ocupantes presentes (041)",154,,2,,,,152
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,,,1,,,3
"Ocupantes presentes (047)",18,,,1,,,17
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,3,,,,,1
"Ocupantes presentes (050)",10,6,,,,,4
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2166,133,14,86,210,77,1646
"Ocupantes presentes (056)",8183,524,37,345,924,291,6062
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1893,131,14,72,202,69,1405
"Ocupantes presentes (059)",7400,513,37,293,894,265,5398
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",273,2,,14,8,8,241
"Ocupantes presentes (071)",783,11,,52,30,26,664
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
