"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AIJA (000)",7995,2053,621,154,5168
"Menos de 1 año (001)",155,96,9,3,47
"De 1 a 14 años (002)",2614,1378,158,34,1044
"De 15 a 29 años (003)",1742,274,80,31,1357
"De 30 a 44 años (004)",1343,155,163,29,997
"De 45 a 64 años (005)",1232,85,151,35,961
"De 65 y mas años (006)",909,65,60,22,762
"Hombres (008)",3994,977,330,103,2585
"Menos de 1 año (009)",77,47,6,1,23
"De 1 a 14 años (010)",1343,714,90,19,520
"De 15 a 29 años (011)",866,100,41,21,704
"De 30 a 44 años (012)",680,46,79,23,533
"De 45 a 64 años (013)",597,44,81,25,447
"De 65 y mas años (014)",431,26,33,14,358
"Mujeres (016)",4001,1076,291,51,2583
"Menos de 1 año (017)",78,49,3,2,24
"De 1 a 14 años (018)",1271,664,68,15,524
"De 15 a 29 años (019)",876,174,39,10,653
"De 30 a 44 años (020)",663,109,84,6,464
"De 45 a 64 años (021)",635,41,70,10,514
"De 65 y mas años (022)",478,39,27,8,404
,,,,,
"URBANA (024)",2528,453,466,62,1548
"Menos de 1 año (025)",43,22,6,1,14
"De 1 a 14 años (026)",730,272,125,9,324
"De 15 a 29 años (027)",517,68,60,9,380
"De 30 a 44 años (028)",449,47,120,13,270
"De 45 a 64 años (029)",430,23,105,16,286
"De 65 y mas años (030)",359,21,50,14,274
"Hombres (032)",1252,208,246,40,759
"Menos de 1 año (033)",22,12,4,1,5
"De 1 a 14 años (034)",377,134,72,5,166
"De 15 a 29 años (035)",247,23,30,4,190
"De 30 a 44 años (036)",221,18,55,11,138
"De 45 a 64 años (037)",206,14,57,11,124
"De 65 y mas años (038)",179,7,28,8,136
"Mujeres (040)",1276,245,220,22,789
"Menos de 1 año (041)",21,10,2,,9
"De 1 a 14 años (042)",353,138,53,4,158
"De 15 a 29 años (043)",270,45,30,5,190
"De 30 a 44 años (044)",228,29,65,2,132
"De 45 a 64 años (045)",224,9,48,5,162
"De 65 y mas años (046)",180,14,22,6,138
,,,,,
"RURAL (048)",5467,1600,155,92,3620
"Menos de 1 año (049)",112,74,3,2,33
"De 1 a 14 años (050)",1884,1106,33,25,720
"De 15 a 29 años (051)",1225,206,20,22,977
"De 30 a 44 años (052)",894,108,43,16,727
"De 45 a 64 años (053)",802,62,46,19,675
"De 65 y mas años (054)",550,44,10,8,488
"Hombres (056)",2742,769,84,63,1826
"Menos de 1 año (057)",55,35,2,,18
"De 1 a 14 años (058)",966,580,18,14,354
"De 15 a 29 años (059)",619,77,11,17,514
"De 30 a 44 años (060)",459,28,24,12,395
"De 45 a 64 años (061)",391,30,24,14,323
"De 65 y mas años (062)",252,19,5,6,222
"Mujeres (064)",2725,831,71,29,1794
"Menos de 1 año (065)",57,39,1,2,15
"De 1 a 14 años (066)",918,526,15,11,366
"De 15 a 29 años (067)",606,129,9,5,463
"De 30 a 44 años (068)",435,80,19,4,332
"De 45 a 64 años (069)",411,32,22,5,352
"De 65 y mas años (070)",298,25,5,2,266
