"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia AYABACA",,,,,,,,,
"Hogares (001)",30035,609,254,113,80,56,39,52,28832
"Ocupantes presentes (002)",137605,2785,1147,484,301,264,198,286,132140
"Casa independiente",,,,,,,,,
"Hogares (004)",29425,602,252,113,78,54,39,49,28238
"Ocupantes presentes (005)",135027,2756,1134,484,293,262,198,262,129638
"Departamento en edificio",,,,,,,,,
"Hogares (007)",2,,,,,,,,2
"Ocupantes presentes (008)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",25,1,,,,1,,,23
"Ocupantes presentes (011)",76,3,,,,1,,,72
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",28,1,,,1,,,,26
"Ocupantes presentes (014)",79,1,,,4,,,,74
"Choza o cabaña",,,,,,,,,
"Hogares (016)",533,5,2,,1,1,,2,522
"Ocupantes presentes (017)",2342,25,13,,4,1,,19,2280
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",2,,,,,,,,2
"Ocupantes presentes (020)",10,,,,,,,,10
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",17,,,,,,,,17
"Ocupantes presentes (023)",59,,,,,,,,59
"Otro tipo",,,,,,,,,
"Hogares (025)",3,,,,,,,1,2
"Ocupantes presentes (026)",8,,,,,,,5,3
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3765,111,56,24,26,24,15,14,3495
"Ocupantes presentes (029)",15093,415,185,91,104,110,83,83,14022
"Casa independiente",,,,,,,,,
"Hogares (031)",3705,109,56,24,25,23,15,13,3440
"Ocupantes presentes (032)",14916,411,185,91,100,109,83,78,13859
"Departamento en edificio",,,,,,,,,
"Hogares (034)",2,,,,,,,,2
"Ocupantes presentes (035)",4,,,,,,,,4
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",25,1,,,,1,,,23
"Ocupantes presentes (038)",76,3,,,,1,,,72
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",28,1,,,1,,,,26
"Ocupantes presentes (041)",79,1,,,4,,,,74
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",2,,,,,,,,2
"Ocupantes presentes (047)",10,,,,,,,,10
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Hogares (052)",3,,,,,,,1,2
"Ocupantes presentes (053)",8,,,,,,,5,3
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",26270,498,198,89,54,32,24,38,25337
"Ocupantes presentes (056)",122512,2370,962,393,197,154,115,203,118118
"Casa independiente",,,,,,,,,
"Hogares (058)",25720,493,196,89,53,31,24,36,24798
"Ocupantes presentes (059)",120111,2345,949,393,193,153,115,184,115779
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",533,5,2,,1,1,,2,522
"Ocupantes presentes (071)",2342,25,13,,4,1,,19,2280
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",17,,,,,,,,17
"Ocupantes presentes (077)",59,,,,,,,,59
"Otro tipo",,,,,,,,,
