"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia QUISPICANCHI (000)",20320,19019,105,3323,3442,3237,4984,2721,997,210,1301,69972
"De 12 a 14 años (001)",39,10,,9,1,,,,,,29,11
"De 15 a 19 años (002)",577,459,3,401,43,9,3,,,,118,526
"De 20 a 24 años (003)",2325,1856,16,1040,570,175,47,8,,,469,2952
"De 25 a 29 años (004)",2682,2385,9,639,752,596,362,24,3,,297,5633
"De 30 a 34 años (005)",2435,2341,7,302,571,571,723,152,14,1,94,7380
"De 35 a 39 años (006)",2413,2353,5,199,436,468,770,380,91,4,60,9094
"De 40 a 44 años (007)",2029,1984,4,93,247,356,664,433,164,23,45,8973
"De 45 a 49 años (008)",1716,1685,10,112,179,236,529,389,185,45,31,8078
"De 50 y más años (009)",6104,5946,51,528,643,826,1886,1335,540,137,158,27325
"PEA (010)",7157,6606,46,1234,1261,1157,1668,869,305,66,551,23407
"De 12 a 14 años (011)",5,2,,2,,,,,,,3,2
"De 15 a 19 años (012)",166,130,2,111,13,3,1,,,,36,150
"De 20 a 24 años (013)",821,623,9,360,172,55,21,6,,,198,995
"De 25 a 29 años (014)",996,840,7,260,266,175,120,9,3,,156,1913
"De 30 a 34 años (015)",948,892,2,152,226,213,248,46,5,,56,2651
"De 35 a 39 años (016)",965,932,2,95,181,210,281,128,34,1,33,3423
"De 40 a 44 años (017)",825,804,3,43,129,157,262,151,53,6,21,3393
"De 45 a 49 años (018)",671,658,5,57,78,108,198,146,54,12,13,2930
"De 50 y más años (019)",1760,1725,16,154,196,236,537,383,156,47,35,7950
"Ocupada (020)",7016,6499,45,1191,1242,1141,1652,862,301,65,517,23120
"De 12 a 14 años (021)",5,2,,2,,,,,,,3,2
