"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHURCAMPA (000)",466,167,299
"Sin nivel (001)",38,8,30
"Primaria (003)",155,51,104
"Secundaria (004)",221,95,126
"Superior no univ. incompleta (005)",16,2,14
"Superior no univ. completa (006)",18,8,10
"Superior univ. incompleta (007)",9,,9
"Superior univ. completa (008)",9,3,6
"Hombres (010)",374,126,248
"Sin nivel (011)",28,6,22
"Primaria (013)",131,40,91
"Secundaria (014)",180,72,108
"Superior no univ. incompleta (015)",13,2,11
"Superior no univ. completa (016)",13,4,9
"Superior univ. incompleta (017)",4,,4
"Superior univ. completa (018)",5,2,3
"Mujeres (020)",92,41,51
"Sin nivel (021)",10,2,8
"Primaria (023)",24,11,13
"Secundaria (024)",41,23,18
"Superior no univ. incompleta (025)",3,,3
"Superior no univ. completa (026)",5,4,1
"Superior univ. incompleta (027)",5,,5
"Superior univ. completa (028)",4,1,3
,,,
"AREA URBANA (030)",178,56,122
"Sin nivel (031)",15,2,13
"Primaria (033)",53,13,40
"Secundaria (034)",80,32,48
"Superior no univ. incompleta (035)",5,1,4
"Superior no univ. completa (036)",12,6,6
"Superior univ. incompleta (037)",5,,5
"Superior univ. completa (038)",8,2,6
"Hombres (040)",137,39,98
"Sin nivel (041)",10,2,8
"Primaria (043)",44,11,33
"Secundaria (044)",65,21,44
"Superior no univ. incompleta (045)",3,1,2
"Superior no univ. completa (046)",8,3,5
"Superior univ. incompleta (047)",3,,3
"Superior univ. completa (048)",4,1,3
"Mujeres (050)",41,17,24
"Sin nivel (051)",5,,5
"Primaria (053)",9,2,7
"Secundaria (054)",15,11,4
"Superior no univ. incompleta (055)",2,,2
"Superior no univ. completa (056)",4,3,1
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",4,1,3
,,,
"AREA RURAL (060)",288,111,177
"Sin nivel (061)",23,6,17
"Primaria (063)",102,38,64
"Secundaria (064)",141,63,78
"Superior no univ. incompleta (065)",11,1,10
"Superior no univ. completa (066)",6,2,4
"Superior univ. incompleta (067)",4,,4
"Superior univ. completa (068)",1,1,
"Hombres (070)",237,87,150
"Sin nivel (071)",18,4,14
"Primaria (073)",87,29,58
"Secundaria (074)",115,51,64
"Superior no univ. incompleta (075)",10,1,9
"Superior no univ. completa (076)",5,1,4
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",1,1,
"Mujeres (080)",51,24,27
"Sin nivel (081)",5,2,3
"Primaria (083)",15,9,6
"Secundaria (084)",26,12,14
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,1,
"Superior univ. incompleta (087)",3,,3
