"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CANCHIS",,,,,,,
"Viviendas particulares (001)",26133,8217,3782,1086,5179,816,7053
"Ocupantes presentes (002)",96224,32334,12973,4325,20079,2765,23748
"Casa independiente",,,,,,,
"Viviendas particulares (004)",21672,7594,1088,1071,5089,742,6088
"Ocupantes presentes (005)",81856,30214,4222,4268,19767,2587,20798
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",74,53,21,,,,
"Ocupantes presentes (008)",265,194,71,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",274,214,53,,,,7
"Ocupantes presentes (011)",910,710,179,,,,21
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",3092,348,2618,,,,126
"Ocupantes presentes (014)",10131,1192,8494,,,,445
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",994,2,,13,85,74,820
"Ocupantes presentes (017)",2990,5,,51,296,178,2460
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,,,,1,,3
"Ocupantes presentes (020)",11,,,,5,,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,6,2,2,4,,3
"Ocupantes presentes (023)",51,19,7,6,11,,8
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,,,6
"Ocupantes presentes (026)",10,,,,,,10
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",15250,8043,3664,303,993,151,2096
"Ocupantes presentes (029)",57645,31663,12504,1210,4118,605,7545
"Casa independiente",,,,,,,
"Viviendas particulares (031)",11790,7422,970,301,992,151,1954
"Ocupantes presentes (032)",46286,29548,3753,1204,4113,605,7063
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",74,53,21,,,,
"Ocupantes presentes (035)",265,194,71,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",274,214,53,,,,7
"Ocupantes presentes (038)",910,710,179,,,,21
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",3092,348,2618,,,,126
"Ocupantes presentes (041)",10131,1192,8494,,,,445
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,,,,1,,3
"Ocupantes presentes (047)",11,,,,5,,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",11,6,2,2,,,1
"Ocupantes presentes (050)",34,19,7,6,,,2
"Otro tipo",,,,,,,
"Viviendas particulares (052)",5,,,,,,5
"Ocupantes presentes (053)",8,,,,,,8
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10883,174,118,783,4186,665,4957
"Ocupantes presentes (056)",38579,671,469,3115,15961,2160,16203
"Casa independiente",,,,,,,
"Viviendas particulares (058)",9882,172,118,770,4097,591,4134
"Ocupantes presentes (059)",35570,666,469,3064,15654,1982,13735
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",994,2,,13,85,74,820
"Ocupantes presentes (071)",2990,5,,51,296,178,2460
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",6,,,,4,,2
"Ocupantes presentes (077)",17,,,,11,,6
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",2,,,,,,2
