"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AMBO (000)",48297,22605,2727,544,22453
"Hombres (001)",24132,10747,1350,275,11782
"Mujeres (002)",24165,11858,1377,269,10671
"PEA (003)",16833,5351,979,180,10336
"Hombres (004)",13680,4344,645,137,8567
"Mujeres (005)",3153,1007,334,43,1769
"Ocupada (006)",15878,5091,940,176,9684
"Hombres (007)",12941,4158,617,135,8044
"Mujeres (008)",2937,933,323,41,1640
"Desocupada (009)",955,260,39,4,652
"Hombres (010)",739,186,28,2,523
"Mujeres (011)",216,74,11,2,129
"No PEA (012)",31464,17254,1748,364,12117
"Hombres (013)",10452,6403,705,138,3215
"Mujeres (014)",21012,10851,1043,226,8902
,,,,,
"URBANA (018)",16365,5389,1970,303,8715
"Hombres (019)",8035,2500,961,162,4422
"Mujeres (020)",8330,2889,1009,141,4293
"PEA (021)",5591,1121,706,122,3647
"Hombres (022)",4076,828,437,87,2729
"Mujeres (023)",1515,293,269,35,918
"Ocupada (024)",5083,1037,675,121,3255
"Hombres (025)",3683,765,414,86,2423
"Mujeres (026)",1400,272,261,35,832
"Desocupada (027)",508,84,31,1,392
"Hombres (028)",393,63,23,1,306
"Mujeres (029)",115,21,8,,86
"No PEA (030)",10774,4268,1264,181,5068
"Hombres (031)",3959,1672,524,75,1693
"Mujeres (032)",6815,2596,740,106,3375
,,,,,
"RURAL (036)",31932,17216,757,241,13738
"Hombres (037)",16097,8247,389,113,7360
"Mujeres (038)",15835,8969,368,128,6378
"PEA (039)",11242,4230,273,58,6689
"Hombres (040)",9604,3516,208,50,5838
"Mujeres (041)",1638,714,65,8,851
"Ocupada (042)",10795,4054,265,55,6429
"Hombres (043)",9258,3393,203,49,5621
"Mujeres (044)",1537,661,62,6,808
"Desocupada (045)",447,176,8,3,260
"Hombres (046)",346,123,5,1,217
"Mujeres (047)",101,53,3,2,43
"No PEA (048)",20690,12986,484,183,7049
"Hombres (049)",6493,4731,181,63,1522
"Mujeres (050)",14197,8255,303,120,5527
