"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia LA UNION (000)",5843,4733,651,252,207
"Empleado (001)",718,234,81,214,189
"Obrero (002)",769,583,134,37,15
"Trabajador independiente (003)",2795,2522,273,,
"Empleador o patrono (004)",65,57,8,,
"Trabajador familiar no remunerado (005)",1401,1242,155,1,3
"Trabajador del hogar (006)",95,95,,,
"De 06 a 14 años (008)",260,239,19,2,
"Empleado (009)",5,5,,,
"Obrero (010)",21,19,,2,
"Trabajador independiente (011)",37,34,3,,
"Trabajador familiar no remunerado (013)",170,154,16,,
"Trabajador del hogar (014)",27,27,,,
"De 15 a 29 años (016)",1361,1108,158,47,48
"Empleado (017)",153,62,18,31,42
"Obrero (018)",280,212,47,15,6
"Trabajador independiente (019)",509,455,54,,
"Empleador o patrono (020)",9,7,2,,
"Trabajador familiar no remunerado (021)",380,342,37,1,
"Trabajador del hogar (022)",30,30,,,
"De 30 a 44 años (024)",2015,1515,242,140,118
"Empleado (025)",412,128,44,127,113
"Obrero (026)",254,190,47,13,4
"Trabajador independiente (027)",909,813,96,,
"Empleador o patrono (028)",16,13,3,,
"Trabajador familiar no remunerado (029)",404,351,52,,1
"Trabajador del hogar (030)",20,20,,,
"De 45 a 64 años (032)",1564,1290,176,62,36
"Empleado (033)",143,38,18,56,31
"Obrero (034)",170,124,35,6,5
"Trabajador independiente (035)",889,804,85,,
"Empleador o patrono (036)",26,24,2,,
"Trabajador familiar no remunerado (037)",320,284,36,,
"Trabajador del hogar (038)",16,16,,,
"De 65 y más años (040)",643,581,56,1,5
"Empleado (041)",5,1,1,,3
"Obrero (042)",44,38,5,1,
"Trabajador independiente (043)",451,416,35,,
"Empleador o patrono (044)",14,13,1,,
"Trabajador familiar no remunerado (045)",127,111,14,,2
"Trabajador del hogar (046)",2,2,,,
,,,,,
"URBANA (048)",2924,2216,317,216,175
"Empleado (049)",605,169,72,197,167
"Obrero (050)",418,319,74,19,6
"Trabajador independiente (051)",1224,1128,96,,
"Empleador o patrono (052)",48,40,8,,
"Trabajador familiar no remunerado (053)",586,517,67,,2
"Trabajador del hogar (054)",43,43,,,
"De 06 a 14 años (056)",165,150,15,,
"Empleado (057)",5,5,,,
"Obrero (058)",12,12,,,
