"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LA MAR (000)",1225,427,798
"Sin nivel (001)",188,43,145
"Educación inicial (002)",1,1,
"Primaria (003)",483,167,316
"Secundaria (004)",457,184,273
"Superior no univ. incompleta (005)",33,11,22
"Superior no univ. completa (006)",22,8,14
"Superior univ. incompleta (007)",20,4,16
"Superior univ. completa (008)",21,9,12
"De 14 a 29 años (010)",642,262,380
"Sin nivel (011)",29,10,19
"Primaria (013)",213,82,131
"Secundaria (014)",344,152,192
"Superior no univ. incompleta (015)",22,7,15
"Superior no univ. completa (016)",12,2,10
"Superior univ. incompleta (017)",12,2,10
"Superior univ. completa (018)",10,7,3
"De 30 a 44 años (020)",374,130,244
"Sin nivel (021)",66,26,40
"Educación inicial (022)",1,1,
"Primaria (023)",183,63,120
"Secundaria (024)",92,26,66
"Superior no univ. incompleta (025)",10,4,6
"Superior no univ. completa (026)",9,6,3
"Superior univ. incompleta (027)",5,2,3
"Superior univ. completa (028)",8,2,6
"De 45 a 64 años (030)",168,35,133
"Sin nivel (031)",63,7,56
"Primaria (033)",79,22,57
"Secundaria (034)",18,6,12
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. incompleta (037)",3,,3
"Superior univ. completa (038)",3,,3
"De 65 y más años (040)",41,,41
"Sin nivel (041)",30,,30
"Primaria (043)",8,,8
"Secundaria (044)",3,,3
,,,
"AREA URBANA (050)",731,254,477
"Sin nivel (051)",114,33,81
"Educación inicial (052)",1,1,
"Primaria (053)",274,92,182
"Secundaria (054)",263,101,162
"Superior no univ. incompleta (055)",27,9,18
"Superior no univ. completa (056)",17,8,9
"Superior univ. incompleta (057)",16,2,14
"Superior univ. completa (058)",19,8,11
"De 14 a 29 años (060)",375,141,234
"Sin nivel (061)",19,7,12
"Primaria (063)",117,41,76
"Secundaria (064)",194,78,116
"Superior no univ. incompleta (065)",17,5,12
"Superior no univ. completa (066)",9,2,7
"Superior univ. incompleta (067)",10,2,8
"Superior univ. completa (068)",9,6,3
"De 30 a 44 años (070)",235,87,148
"Sin nivel (071)",46,21,25
"Educación inicial (072)",1,1,
"Primaria (073)",107,35,72
"Secundaria (074)",53,18,35
"Superior no univ. incompleta (075)",9,4,5
"Superior no univ. completa (076)",8,6,2
"Superior univ. incompleta (077)",3,,3
"Superior univ. completa (078)",8,2,6
"De 45 a 64 años (080)",102,26,76
"Sin nivel (081)",37,5,32
"Primaria (083)",45,16,29
"Secundaria (084)",14,5,9
"Superior no univ. incompleta (085)",1,,1
"Superior univ. incompleta (087)",3,,3
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",19,,19
"Sin nivel (091)",12,,12
"Primaria (093)",5,,5
"Secundaria (094)",2,,2
,,,
"AREA RURAL (100)",494,173,321
"Sin nivel (101)",74,10,64
"Primaria (103)",209,75,134
"Secundaria (104)",194,83,111
"Superior no univ. incompleta (105)",6,2,4
"Superior no univ. completa (106)",5,,5
"Superior univ. incompleta (107)",4,2,2
"Superior univ. completa (108)",2,1,1
"De 14 a 29 años (110)",267,121,146
"Sin nivel (111)",10,3,7
"Primaria (113)",96,41,55
"Secundaria (114)",150,74,76
"Superior no univ. incompleta (115)",5,2,3
"Superior no univ. completa (116)",3,,3
"Superior univ. incompleta (117)",2,,2
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",139,43,96
"Sin nivel (121)",20,5,15
"Primaria (123)",76,28,48
"Secundaria (124)",39,8,31
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",1,,1
"Superior univ. incompleta (127)",2,2,
"De 45 a 64 años (130)",66,9,57
"Sin nivel (131)",26,2,24
"Primaria (133)",34,6,28
"Secundaria (134)",4,1,3
"Superior no univ. completa (136)",1,,1
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",22,,22
"Sin nivel (141)",18,,18
"Primaria (143)",3,,3
"Secundaria (144)",1,,1
