"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia BARRANCA (000)",55702,48248,7454
"De 3 a 5 años (001)",7305,892,6413
"De 6 a 11 años (002)",14720,13953,767
"De 12 a 16 años (003)",14187,14108,79
"De 17 a 24 años (004)",19490,19295,195
"Hombres (005)",28211,24405,3806
"De 3 a 5 años (006)",3694,462,3232
"De 6 a 11 años (007)",7456,7012,444
"De 12 a 16 años (008)",7169,7124,45
"De 17 a 24 años (009)",9892,9807,85
"Mujeres (010)",27491,23843,3648
"De 3 a 5 años (011)",3611,430,3181
"De 6 a 11 años (012)",7264,6941,323
"De 12 a 16 años (013)",7018,6984,34
"De 17 a 24 años (014)",9598,9488,110
,,,
"URBANA (015)",47221,41070,6151
"De 3 a 5 años (016)",6153,804,5349
"De 6 a 11 años (017)",12510,11909,601
"De 12 a 16 años (018)",12058,12003,55
"De 17 a 24 años (019)",16500,16354,146
"Hombres (020)",23767,20604,3163
"De 3 a 5 años (021)",3123,418,2705
"De 6 a 11 años (022)",6281,5925,356
"De 12 a 16 años (023)",6065,6035,30
"De 17 a 24 años (024)",8298,8226,72
"Mujeres (025)",23454,20466,2988
"De 3 a 5 años (026)",3030,386,2644
"De 6 a 11 años (027)",6229,5984,245
"De 12 a 16 años (028)",5993,5968,25
"De 17 a 24 años (029)",8202,8128,74
,,,
"RURAL (030)",8481,7178,1303
"De 3 a 5 años (031)",1152,88,1064
"De 6 a 11 años (032)",2210,2044,166
"De 12 a 16 años (033)",2129,2105,24
"De 17 a 24 años (034)",2990,2941,49
"Hombres (035)",4444,3801,643
"De 3 a 5 años (036)",571,44,527
"De 6 a 11 años (037)",1175,1087,88
"De 12 a 16 años (038)",1104,1089,15
"De 17 a 24 años (039)",1594,1581,13
"Mujeres (040)",4037,3377,660
"De 3 a 5 años (041)",581,44,537
"De 6 a 11 años (042)",1035,957,78
"De 12 a 16 años (043)",1025,1016,9
"De 17 a 24 años (044)",1396,1360,36
