"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia BELLAVISTA (000)",15880,46354,42073,,1039,90.8,2.2
"De 12 a 14 años (001)",1715,24,24,,9,100,37.5
"De 15 a 19 años (002)",2262,860,836,192,97.2,22.3,
"De 20 a 24 años (003)",2029,2668,2575,269,96.5,10.1,
"De 25 a 29 años (004)",1890,4084,3936,233,96.4,5.7,
"De 30 a 34 años (005)",1678,4949,4731,172,95.6,3.5,
"De 35 a 39 años (006)",1503,5553,5255,118,94.6,2.1,
"De 40 a 44 años (007)",1241,5530,5133,43,92.8,0.8,
"De 45 a 49 años (008)",947,4913,4455,3,90.7,0.1,
"De 50 y más años (009)",2615,17773,15128,,85.1,,
"PEA (010)",4468,13416,12228,205,91.1,1.5,
"De 12 a 14 años (011)",127,1,1,,100,,
"De 15 a 19 años (012)",485,173,170,19,98.3,11,
"De 20 a 24 años (013)",580,597,580,43,97.2,7.2,
"De 25 a 29 años (014)",582,1053,1018,58,96.7,5.5,
"De 30 a 34 años (015)",601,1604,1526,43,95.1,2.7,
"De 35 a 39 años (016)",599,1947,1843,29,94.7,1.5,
"De 40 a 44 años (017)",481,1952,1806,12,92.5,0.6,
"De 45 a 49 años (018)",347,1697,1522,1,89.7,0.1,
"De 50 y más años (019)",666,4392,3762,,85.7,,
"Ocupada (020)",4395,13308,12128,199,91.1,1.5,
"De 12 a 14 años (021)",126,1,1,,100,,
"De 15 a 19 años (022)",463,172,169,18,98.3,10.5,
"De 20 a 24 años (023)",567,588,571,42,97.1,7.1,
"De 25 a 29 años (024)",566,1030,995,55,96.6,5.3,
"De 30 a 34 años (025)",594,1593,1515,42,95.1,2.6,
"De 35 a 39 años (026)",594,1932,1828,29,94.6,1.5,
"De 40 a 44 años (027)",479,1943,1797,12,92.5,0.6,
"De 45 a 49 años (028)",344,1681,1509,1,89.8,0.1,
"De 50 y más años (029)",662,4368,3743,,85.7,,
"Desocupada (030)",73,108,100,6,92.6,5.6,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",22,1,1,1,100,100,
"De 20 a 24 años (033)",13,9,9,1,100,11.1,
"De 25 a 29 años (034)",16,23,23,3,100,13,
"De 30 a 34 años (035)",7,11,11,1,100,9.1,
"De 35 a 39 años (036)",5,15,15,,100,,
