"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CARAVELI (000)",14875,12756,2119
"De 3 a 5 años (001)",2012,157,1855
"De 6 a 11 años (002)",3801,3600,201
"De 12 a 16 años (003)",3433,3412,21
"De 17 a 24 años (004)",5629,5587,42
"Hombres (005)",8096,7013,1083
"De 3 a 5 años (006)",1026,85,941
"De 6 a 11 años (007)",1998,1886,112
"De 12 a 16 años (008)",1762,1752,10
"De 17 a 24 años (009)",3310,3290,20
"Mujeres (010)",6779,5743,1036
"De 3 a 5 años (011)",986,72,914
"De 6 a 11 años (012)",1803,1714,89
"De 12 a 16 años (013)",1671,1660,11
"De 17 a 24 años (014)",2319,2297,22
,,,
"URBANA (015)",9652,8248,1404
"De 3 a 5 años (016)",1360,117,1243
"De 6 a 11 años (017)",2717,2588,129
"De 12 a 16 años (018)",2571,2554,17
"De 17 a 24 años (019)",3004,2989,15
"Hombres (020)",4968,4252,716
"De 3 a 5 años (021)",691,64,627
"De 6 a 11 años (022)",1440,1367,73
"De 12 a 16 años (023)",1294,1286,8
"De 17 a 24 años (024)",1543,1535,8
"Mujeres (025)",4684,3996,688
"De 3 a 5 años (026)",669,53,616
"De 6 a 11 años (027)",1277,1221,56
"De 12 a 16 años (028)",1277,1268,9
"De 17 a 24 años (029)",1461,1454,7
,,,
"RURAL (030)",5223,4508,715
"De 3 a 5 años (031)",652,40,612
"De 6 a 11 años (032)",1084,1012,72
"De 12 a 16 años (033)",862,858,4
"De 17 a 24 años (034)",2625,2598,27
"Hombres (035)",3128,2761,367
"De 3 a 5 años (036)",335,21,314
"De 6 a 11 años (037)",558,519,39
"De 12 a 16 años (038)",468,466,2
"De 17 a 24 años (039)",1767,1755,12
"Mujeres (040)",2095,1747,348
"De 3 a 5 años (041)",317,19,298
"De 6 a 11 años (042)",526,493,33
"De 12 a 16 años (043)",394,392,2
"De 17 a 24 años (044)",858,843,15
