"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",19761,1052,5788,3617,2658,2055,1624,1394,1573
"Quechua (001)",17956,838,5039,3343,2405,1921,1549,1343,1518
"Aymara (002)",16,2,7,1,1,2,1,,2
"Ashaninca (003)",1,,1,,,,,,
"Otra lengua nativa (004)",2,,2,,,,,,
"Castellano (005)",1709,210,732,261,241,126,69,38,32
"Es sordomudo/a (007)",77,2,7,12,11,6,5,13,21
"Hombres (009)",9531,515,2912,1754,1291,974,752,636,697
"Quechua (010)",8607,401,2535,1614,1164,907,711,607,668
"Aymara (011)",6,1,3,,,2,,,
"Ashaninca (012)",1,,1,,,,,,
"Castellano (014)",873,111,369,135,118,60,39,22,19
"Es sordomudo/a (016)",44,2,4,5,9,5,2,7,10
"Mujeres (018)",10230,537,2876,1863,1367,1081,872,758,876
"Quechua (019)",9349,437,2504,1729,1241,1014,838,736,850
"Aymara (020)",10,1,4,1,1,,1,,2
"Otra lengua nativa (022)",2,,2,,,,,,
"Castellano (023)",836,99,363,126,123,66,30,16,13
"Es sordomudo/a (025)",33,,3,7,2,1,3,6,11
,,,,,,,,,
"URBANA (027)",3163,149,777,573,588,386,293,192,205
"Quechua (028)",2096,44,367,408,410,288,238,162,179
"Aymara (029)",2,,1,,,,,,1
"Castellano (032)",1061,105,409,165,178,98,55,28,23
"Es sordomudo/a (034)",4,,,,,,,2,2
"Hombres (036)",1551,75,392,264,282,187,152,101,98
"Quechua (037)",1015,18,187,187,196,142,121,82,82
"Castellano (041)",532,57,205,77,86,45,31,17,14
"Es sordomudo/a (043)",4,,,,,,,2,2
"Mujeres (045)",1612,74,385,309,306,199,141,91,107
"Quechua (046)",1081,26,180,221,214,146,117,80,97
"Aymara (047)",2,,1,,,,,,1
"Castellano (050)",529,48,204,88,92,53,24,11,9
,,,,,,,,,
"RURAL (054)",16598,903,5011,3044,2070,1669,1331,1202,1368
"Quechua (055)",15860,794,4672,2935,1995,1633,1311,1181,1339
"Aymara (056)",14,2,6,1,1,2,1,,1
"Ashaninca (057)",1,,1,,,,,,
"Otra lengua nativa (058)",2,,2,,,,,,
"Castellano (059)",648,105,323,96,63,28,14,10,9
"Es sordomudo/a (061)",73,2,7,12,11,6,5,11,19
"Hombres (063)",7980,440,2520,1490,1009,787,600,535,599
"Quechua (064)",7592,383,2348,1427,968,765,590,525,586
"Aymara (065)",6,1,3,,,2,,,
"Ashaninca (066)",1,,1,,,,,,
"Castellano (068)",341,54,164,58,32,15,8,5,5
"Es sordomudo/a (070)",40,2,4,5,9,5,2,5,8
"Mujeres (072)",8618,463,2491,1554,1061,882,731,667,769
"Quechua (073)",8268,411,2324,1508,1027,868,721,656,753
"Aymara (074)",8,1,3,1,1,,1,,1
"Otra lengua nativa (076)",2,,2,,,,,,
"Castellano (077)",307,51,159,38,31,13,6,5,4
"Es sordomudo/a (079)",33,,3,7,2,1,3,6,11
