"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia LA CONVENCION",,,,,,,,,
"Viviendas particulares (001)",44022,4184,24924,11825,750,286,824,38,1191
"Ocupantes presentes (002)",163558,13953,90625,47566,2760,1190,3113,127,4224
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",37199,2972,21787,10361,619,198,607,29,626
"Ocupantes presentes (005)",140421,10639,80676,41487,2239,791,2274,98,2217
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",163,128,31,2,,,,2,
"Ocupantes presentes (008)",481,364,106,2,,,,9,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",576,263,287,24,,,,2,
"Ocupantes presentes (011)",1669,702,875,85,,,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3214,809,2329,61,2,,,4,9
"Ocupantes presentes (014)",9611,2218,7161,196,4,,,9,23
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2417,,466,1274,129,87,217,1,243
"Ocupantes presentes (017)",9889,,1727,5468,517,396,839,4,938
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",356,,,90,,1,,,265
"Ocupantes presentes (020)",1205,,,288,,3,,,914
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",63,12,24,13,,,,,14
"Ocupantes presentes (023)",180,30,80,40,,,,,30
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",34,,,,,,,,34
"Ocupantes presentes (026)",102,,,,,,,,102
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",13872,3509,8192,1581,59,27,43,22,439
"Ocupantes presentes (029)",48050,11381,28826,5926,171,81,157,60,1448
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",9506,2297,5533,1398,57,26,43,14,138
"Ocupantes presentes (032)",34935,8067,20654,5343,167,78,157,35,434
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",163,128,31,2,,,,2,
"Ocupantes presentes (035)",481,364,106,2,,,,9,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",576,263,287,24,,,,2,
"Ocupantes presentes (038)",1669,702,875,85,,,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3214,809,2329,61,2,,,4,9
"Ocupantes presentes (041)",9611,2218,7161,196,4,,,9,23
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",356,,,90,,1,,,265
"Ocupantes presentes (047)",1205,,,288,,3,,,914
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",41,12,12,6,,,,,11
"Ocupantes presentes (050)",99,30,30,12,,,,,27
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",16,,,,,,,,16
"Ocupantes presentes (053)",50,,,,,,,,50
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",30150,675,16732,10244,691,259,781,16,752
"Ocupantes presentes (056)",115508,2572,61799,41640,2589,1109,2956,67,2776
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",27693,675,16254,8963,562,172,564,15,488
"Ocupantes presentes (059)",105486,2572,60022,36144,2072,713,2117,63,1783
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2417,,466,1274,129,87,217,1,243
"Ocupantes presentes (071)",9889,,1727,5468,517,396,839,4,938
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",22,,12,7,,,,,3
"Ocupantes presentes (077)",81,,50,28,,,,,3
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",18,,,,,,,,18
"Ocupantes presentes (080)",52,,,,,,,,52
