"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHUCUITO (000)",94976,7869,3464,1243,82469
"Conviviente (001)",16064,900,512,176,14480
"Separado(a) (002)",1653,77,50,20,1506
"Casado(a) (003)",36378,1736,1844,522,32312
"Viudo(a) (004)",5716,376,124,43,5174
"Divorciado(a) (005)",356,12,14,5,325
"Soltero(a) (006)",34809,4768,920,477,28672
"Hombres (008)",48374,3658,1892,872,42006
"Conviviente (009)",7987,267,276,124,7322
"Separado(a) (010)",556,24,24,10,498
"Casado(a) (011)",18303,751,1061,372,16147
"Viudo(a) (012)",2242,143,42,15,2042
"Divorciado(a) (013)",191,6,10,5,170
"Soltero(a) (014)",19095,2467,479,346,15827
"Mujeres (016)",46602,4211,1572,371,40463
"Conviviente (017)",8077,633,236,52,7158
"Separado(a) (018)",1097,53,26,10,1008
"Casado(a) (019)",18075,985,783,150,16165
"Viudo(a) (020)",3474,233,82,28,3132
"Divorciado(a) (021)",165,6,4,,155
"Soltero(a) (022)",15714,2301,441,131,12845
,,,,,
"URBANA (024)",27223,2263,2098,681,22220
"Conviviente (025)",5823,363,375,111,4976
"Separado(a) (026)",622,39,40,10,533
"Casado(a) (027)",8574,407,997,265,6925
"Viudo(a) (028)",1115,65,83,15,952
"Divorciado(a) (029)",134,4,11,4,115
"Soltero(a) (030)",10955,1385,592,276,8719
"Hombres (032)",14221,1089,1107,533,11525
"Conviviente (033)",2950,123,192,85,2551
"Separado(a) (034)",206,13,19,6,168
"Casado(a) (035)",4484,188,561,215,3537
"Viudo(a) (036)",456,26,26,4,400
"Divorciado(a) (037)",82,2,7,4,69
"Soltero(a) (038)",6043,737,302,219,4800
"Mujeres (040)",13002,1174,991,148,10695
"Conviviente (041)",2873,240,183,26,2425
"Separado(a) (042)",416,26,21,4,365
"Casado(a) (043)",4090,219,436,50,3388
"Viudo(a) (044)",659,39,57,11,552
"Divorciado(a) (045)",52,2,4,,46
"Soltero(a) (046)",4912,648,290,57,3919
,,,,,
"RURAL (048)",67753,5606,1366,562,60249
"Conviviente (049)",10241,537,137,65,9504
"Separado(a) (050)",1031,38,10,10,973
"Casado(a) (051)",27804,1329,847,257,25387
"Viudo(a) (052)",4601,311,41,28,4222
"Divorciado(a) (053)",222,8,3,1,210
"Soltero(a) (054)",23854,3383,328,201,19953
"Hombres (056)",34153,2569,785,339,30481
"Conviviente (057)",5037,144,84,39,4771
"Separado(a) (058)",350,11,5,4,330
"Casado(a) (059)",13819,563,500,157,12610
"Viudo(a) (060)",1786,117,16,11,1642
"Divorciado(a) (061)",109,4,3,1,101
"Soltero(a) (062)",13052,1730,177,127,11027
"Mujeres (064)",33600,3037,581,223,29768
"Conviviente (065)",5204,393,53,26,4733
"Separado(a) (066)",681,27,5,6,643
"Casado(a) (067)",13985,766,347,100,12777
"Viudo(a) (068)",2815,194,25,17,2580
"Divorciado(a) (069)",113,4,,,109
"Soltero(a) (070)",10802,1653,151,74,8926
