"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LA CONVENCION (000)",1817,565,1252
"De 14 a 29 años (001)",969,400,569
"De 30 a 44 años (002)",590,139,451
"De 45 a 64 años (003)",216,26,190
"De 65 y más años (004)",42,,42
"Hombres (005)",1209,342,867
"De 14 a 29 años (006)",605,239,366
"De 30 a 44 años (007)",406,88,318
"De 45 a 64 años (008)",160,15,145
"De 65 y más años (009)",38,,38
"Mujeres (010)",608,223,385
"De 14 a 29 años (011)",364,161,203
"De 30 a 44 años (012)",184,51,133
"De 45 a 64 años (013)",56,11,45
"De 65 y más años (014)",4,,4
,,,
"AREA URBANA (015)",1178,298,880
"De 14 a 29 años (016)",593,213,380
"De 30 a 44 años (017)",404,71,333
"De 45 a 64 años (018)",151,14,137
"De 65 y más años (019)",30,,30
"Hombres (020)",736,154,582
"De 14 a 29 años (021)",344,114,230
"De 30 a 44 años (022)",257,35,222
"De 45 a 64 años (023)",108,5,103
"De 65 y más años (024)",27,,27
"Mujeres (025)",442,144,298
"De 14 a 29 años (026)",249,99,150
"De 30 a 44 años (027)",147,36,111
"De 45 a 64 años (028)",43,9,34
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",639,267,372
"De 14 a 29 años (031)",376,187,189
"De 30 a 44 años (032)",186,68,118
"De 45 a 64 años (033)",65,12,53
"De 65 y más años (034)",12,,12
"Hombres (035)",473,188,285
"De 14 a 29 años (036)",261,125,136
"De 30 a 44 años (037)",149,53,96
"De 45 a 64 años (038)",52,10,42
"De 65 y más años (039)",11,,11
"Mujeres (040)",166,79,87
"De 14 a 29 años (041)",115,62,53
"De 30 a 44 años (042)",37,15,22
"De 45 a 64 años (043)",13,2,11
"De 65 y más años (044)",1,,1
