"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUARAL (000)",65858,44339,7578,6212,7729
"Hombres (001)",43411,28889,5196,4271,5055
"Mujeres (002)",22447,15450,2382,1941,2674
"De 06 a 14 años (003)",679,565,73,33,8
"Hombres (004)",465,378,57,26,4
"Mujeres (005)",214,187,16,7,4
"De 15 a 29 años (006)",21628,13783,2998,2390,2457
"Hombres (007)",14300,8938,2064,1661,1637
"Mujeres (008)",7328,4845,934,729,820
"De 30 a 44 años (009)",23860,15156,2757,2465,3482
"Hombres (010)",15154,9478,1831,1624,2221
"Mujeres (011)",8706,5678,926,841,1261
"De 45 a 64 años (012)",16208,11767,1535,1229,1677
"Hombres (013)",10876,7813,1069,886,1108
"Mujeres (014)",5332,3954,466,343,569
"De 65 y más años (015)",3483,3068,215,95,105
"Hombres (016)",2616,2282,175,74,85
"Mujeres (017)",867,786,40,21,20
,,,,,
"URBANA (018)",54274,36019,5988,5235,7032
"Hombres (019)",34955,22798,4107,3520,4530
"Mujeres (020)",19319,13221,1881,1715,2502
"De 06 a 14 años (021)",556,473,52,25,6
"Hombres (022)",374,310,42,20,2
"Mujeres (023)",182,163,10,5,4
"De 15 a 29 años (024)",17678,11210,2371,1945,2152
"Hombres (025)",11425,7088,1635,1304,1398
"Mujeres (026)",6253,4122,736,641,754
"De 30 a 44 años (027)",19966,12469,2187,2111,3199
"Hombres (028)",12427,7589,1454,1364,2020
"Mujeres (029)",7539,4880,733,747,1179
"De 45 a 64 años (030)",13456,9587,1226,1069,1574
"Hombres (031)",8806,6158,852,767,1029
"Mujeres (032)",4650,3429,374,302,545
"De 65 y más años (033)",2618,2280,152,85,101
"Hombres (034)",1923,1653,124,65,81
"Mujeres (035)",695,627,28,20,20
,,,,,
"RURAL (036)",11584,8320,1590,977,697
"Hombres (037)",8456,6091,1089,751,525
"Mujeres (038)",3128,2229,501,226,172
"De 06 a 14 años (039)",123,92,21,8,2
"Hombres (040)",91,68,15,6,2
"Mujeres (041)",32,24,6,2,
"De 15 a 29 años (042)",3950,2573,627,445,305
"Hombres (043)",2875,1850,429,357,239
"Mujeres (044)",1075,723,198,88,66
"De 30 a 44 años (045)",3894,2687,570,354,283
"Hombres (046)",2727,1889,377,260,201
"Mujeres (047)",1167,798,193,94,82
"De 45 a 64 años (048)",2752,2180,309,160,103
"Hombres (049)",2070,1655,217,119,79
"Mujeres (050)",682,525,92,41,24
"De 65 y más años (051)",865,788,63,10,4
"Hombres (052)",693,629,51,9,4
"Mujeres (053)",172,159,12,1,
