"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia JUNIN (000)",9907,83,2784,3263,2795,982
"Empleado (001)",1671,9,495,725,419,23
"Obrero (002)",1372,8,410,467,376,111
"Trabajador independiente (003)",4938,13,1013,1578,1620,714
"Empleador o patrono (004)",312,1,71,97,98,45
"Trabajador familiar no remunerado (005)",865,45,433,174,146,67
"Trabajador del hogar (006)",86,5,33,23,21,4
"Desocupado (008)",663,2,329,199,115,18
"Hombres (009)",6723,37,1924,2179,1909,674
"Empleado (010)",955,3,266,412,257,17
"Obrero (011)",1157,8,357,400,305,87
"Trabajador independiente (012)",3459,6,735,1086,1130,502
"Empleador o patrono (013)",204,1,40,61,70,32
"Trabajador familiar no remunerado (014)",445,19,293,63,49,21
"Trabajador del hogar (015)",1,,,,1,
"Desocupado (017)",502,,233,157,97,15
"Mujeres (018)",3184,46,860,1084,886,308
"Empleado (019)",716,6,229,313,162,6
"Obrero (020)",215,,53,67,71,24
"Trabajador independiente (021)",1479,7,278,492,490,212
"Empleador o patrono (022)",108,,31,36,28,13
"Trabajador familiar no remunerado (023)",420,26,140,111,97,46
"Trabajador del hogar (024)",85,5,33,23,20,4
"Desocupado (026)",161,2,96,42,18,3
,,,,,,
"URBANA (027)",6514,53,1903,2346,1796,416
"Empleado (028)",1529,9,457,659,385,19
"Obrero (029)",881,3,278,327,225,48
"Trabajador independiente (030)",2936,9,679,1031,931,286
"Empleador o patrono (031)",148,,38,51,43,16
"Trabajador familiar no remunerado (032)",369,25,146,84,86,28
"Trabajador del hogar (033)",79,5,29,21,20,4
"Desocupado (035)",572,2,276,173,106,15
"Hombres (036)",4129,19,1242,1460,1145,263
"Empleado (037)",867,3,244,373,234,13
"Obrero (038)",753,3,245,283,184,38
"Trabajador independiente (039)",1835,4,459,619,579,174
"Empleador o patrono (040)",95,,19,31,32,13
"Trabajador familiar no remunerado (041)",150,9,83,20,25,13
"Trabajador del hogar (042)",1,,,,1,
"Desocupado (044)",428,,192,134,90,12
"Mujeres (045)",2385,34,661,886,651,153
"Empleado (046)",662,6,213,286,151,6
"Obrero (047)",128,,33,44,41,10
"Trabajador independiente (048)",1101,5,220,412,352,112
"Empleador o patrono (049)",53,,19,20,11,3
"Trabajador familiar no remunerado (050)",219,16,63,64,61,15
"Trabajador del hogar (051)",78,5,29,21,19,4
"Desocupado (053)",144,2,84,39,16,3
,,,,,,
"RURAL (054)",3393,30,881,917,999,566
"Empleado (055)",142,,38,66,34,4
"Obrero (056)",491,5,132,140,151,63
"Trabajador independiente (057)",2002,4,334,547,689,428
"Empleador o patrono (058)",164,1,33,46,55,29
"Trabajador familiar no remunerado (059)",496,20,287,90,60,39
"Trabajador del hogar (060)",7,,4,2,1,
"Desocupado (062)",91,,53,26,9,3
"Hombres (063)",2594,18,682,719,764,411
"Empleado (064)",88,,22,39,23,4
"Obrero (065)",404,5,112,117,121,49
"Trabajador independiente (066)",1624,2,276,467,551,328
"Empleador o patrono (067)",109,1,21,30,38,19
"Trabajador familiar no remunerado (068)",295,10,210,43,24,8
"Desocupado (071)",74,,41,23,7,3
"Mujeres (072)",799,12,199,198,235,155
"Empleado (073)",54,,16,27,11,
"Obrero (074)",87,,20,23,30,14
"Trabajador independiente (075)",378,2,58,80,138,100
"Empleador o patrono (076)",55,,12,16,17,10
"Trabajador familiar no remunerado (077)",201,10,77,47,36,31
"Trabajador del hogar (078)",7,,4,2,1,
"Desocupado (080)",17,,12,3,2,
