"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CHACHAPOYAS",,,,,,,,,
"Viviendas particulares (001)",8058,48,80,37,52,8,11,20,7802
"Ocupantes presentes (002)",29913,203,321,145,202,33,43,75,28891
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6624,46,78,37,50,8,11,15,6379
"Ocupantes presentes (005)",25589,196,317,145,193,33,43,68,24594
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",97,,,,,,,,97
"Ocupantes presentes (008)",283,,,,,,,,283
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",223,,,,,,,,223
"Ocupantes presentes (011)",740,,,,,,,,740
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1110,2,2,,2,,,5,1099
"Ocupantes presentes (014)",3282,7,4,,9,,,7,3255
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",9,,,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,,,,,,,3
"Ocupantes presentes (023)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6899,31,18,13,23,3,7,15,6789
"Ocupantes presentes (029)",25298,130,69,49,98,15,28,51,24858
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5465,29,16,13,21,3,7,10,5366
"Ocupantes presentes (032)",20974,123,65,49,89,15,28,44,20561
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",97,,,,,,,,97
"Ocupantes presentes (035)",283,,,,,,,,283
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",223,,,,,,,,223
"Ocupantes presentes (038)",740,,,,,,,,740
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1110,2,2,,2,,,5,1099
"Ocupantes presentes (041)",3282,7,4,,9,,,7,3255
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",9,,,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,,,,,,,,3
"Ocupantes presentes (050)",10,,,,,,,,10
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1159,17,62,24,29,5,4,5,1013
"Ocupantes presentes (056)",4615,73,252,96,104,18,15,24,4033
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1159,17,62,24,29,5,4,5,1013
"Ocupantes presentes (059)",4615,73,252,96,104,18,15,24,4033
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
