"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CONCEPCION (000)",19753,2745,3914,8234,243,3562,263,792
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",54,51,,,3,,,
"Profes., científicos e intelectuales (002)",1251,1063,,167,17,4,,
"Técnicos de nivel medio y trab. asimilados (003)",537,314,,179,32,12,,
"Jefes y empleados de oficina (004)",313,310,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1715,356,21,1096,32,210,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4955,2,4,4842,106,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1213,,628,512,22,51,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1310,198,441,638,19,14,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",7055,290,2762,586,5,3149,263,
"Otra (010)",75,75,,,,,,
"Ocupaciñn no especificada (011)",483,86,58,213,7,119,,
"Desocupado (012)",792,,,,,,,792
"Hombres (013)",12996,1577,3006,5677,162,2021,23,530
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",46,43,,,3,,,
"Profes., científicos e intelectuales (015)",627,501,,112,12,2,,
"Técnicos de nivel medio y trab. asimilados (016)",349,191,,136,16,6,,
"Jefes y empleados de oficina (017)",141,140,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",648,209,10,367,17,45,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3893,1,1,3815,75,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",980,,548,384,17,31,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1289,196,438,625,18,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",4241,170,1973,172,1,1902,23,
"Otra (023)",70,70,,,,,,
"Ocupaciñn no especificada (024)",182,56,36,65,3,22,,
"Desocupado (025)",530,,,,,,,530
"Mujeres (026)",6757,1168,908,2557,81,1541,240,262
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",8,8,,,,,,
"Profes., científicos e intelectuales (028)",624,562,,55,5,2,,
"Técnicos de nivel medio y trab. asimilados (029)",188,123,,43,16,6,,
"Jefes y empleados de oficina (030)",172,170,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1067,147,11,729,15,165,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1062,1,3,1027,31,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",233,,80,128,5,20,,
"Obreros construc.,conf.,papel, fab., instr. (034)",21,2,3,13,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",2814,120,789,414,4,1247,240,
"Otra (036)",5,5,,,,,,
"Ocupaciñn no especificada (037)",301,30,22,148,4,97,,
"Desocupado (038)",262,,,,,,,262
,,,,,,,,
"URBANA (039)",11574,2175,2053,4883,197,1608,207,451
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",46,43,,,3,,,
"Profes., científicos e intelectuales (041)",1016,849,,150,13,4,,
"Técnicos de nivel medio y trab. asimilados (042)",436,232,,163,29,12,,
"Jefes y empleados de oficina (043)",264,261,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1512,297,16,973,32,194,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2059,2,3,1980,73,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",835,,353,426,22,34,,
"Obreros construc.,conf.,papel, fab., instr. (047)",957,117,282,530,17,11,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",3629,233,1365,524,5,1295,207,
"Otra (049)",70,70,,,,,,
"Ocupaciñn no especificada (050)",299,71,34,136,3,55,,
"Desocupado (051)",451,,,,,,,451
"Hombres (052)",6722,1181,1503,2921,132,703,18,264
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",39,36,,,3,,,
"Profes., científicos e intelectuales (054)",495,380,,104,9,2,,
"Técnicos de nivel medio y trab. asimilados (055)",276,132,,123,15,6,,
"Jefes y empleados de oficina (056)",108,107,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",559,167,9,329,17,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1392,1,1,1337,52,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",653,,290,324,17,22,,
"Obreros construc.,conf.,papel, fab., instr. (060)",937,115,279,518,16,9,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1817,131,908,149,1,610,18,
"Otra (062)",65,65,,,,,,
"Ocupaciñn no especificada (063)",117,47,16,36,2,16,,
"Desocupado (064)",264,,,,,,,264
"Mujeres (065)",4852,994,550,1962,65,905,189,187
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",7,7,,,,,,
"Profes., científicos e intelectuales (067)",521,469,,46,4,2,,
"Técnicos de nivel medio y trab. asimilados (068)",160,100,,40,14,6,,
"Jefes y empleados de oficina (069)",156,154,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",953,130,7,644,15,157,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",667,1,2,643,21,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",182,,63,102,5,12,,
"Obreros construc.,conf.,papel, fab., instr. (073)",20,2,3,12,1,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1812,102,457,375,4,685,189,
"Otra (075)",5,5,,,,,,
"Ocupaciñn no especificada (076)",182,24,18,100,1,39,,
"Desocupado (077)",187,,,,,,,187
,,,,,,,,
"RURAL (078)",8179,570,1861,3351,46,1954,56,341
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",8,8,,,,,,
"Profes., científicos e intelectuales (080)",235,214,,17,4,,,
"Técnicos de nivel medio y trab. asimilados (081)",101,82,,16,3,,,
"Jefes y empleados de oficina (082)",49,49,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",203,59,5,123,,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2896,,1,2862,33,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",378,,275,86,,17,,
"Obreros construc.,conf.,papel, fab., instr. (086)",353,81,159,108,2,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",3426,57,1397,62,,1854,56,
"Otra (088)",5,5,,,,,,
"Ocupaciñn no especificada (089)",184,15,24,77,4,64,,
"Desocupado (090)",341,,,,,,,341
"Hombres (091)",6274,396,1503,2756,30,1318,5,266
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",132,121,,8,3,,,
"Técnicos de nivel medio y trab. asimilados (094)",73,59,,13,1,,,
"Jefes y empleados de oficina (095)",33,33,,,,,,
