"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AZANGARO (000)",136829,27261,8023,1317,100308
"Menos de 1 año (001)",2366,1413,76,25,852
"De 1 a 14 años (002)",45760,20032,2398,451,22915
"De 15 a 29 años (003)",34912,2940,1120,263,30597
"De 30 a 44 años (004)",22560,1218,1845,233,19281
"De 45 a 64 años (005)",19817,970,1900,205,16759
"De 65 y mas años (006)",11414,688,684,140,9904
"Hombres (008)",66613,13186,4155,786,48535
"Menos de 1 año (009)",1162,696,31,15,420
"De 1 a 14 años (010)",23302,10217,1188,229,11689
"De 15 a 29 años (011)",17037,1210,561,175,15097
"De 30 a 44 años (012)",10506,364,877,160,9113
"De 45 a 64 años (013)",9302,399,1109,129,7678
"De 65 y mas años (014)",5304,300,389,78,4538
"Mujeres (016)",70216,14075,3868,531,51773
"Menos de 1 año (017)",1204,717,45,10,432
"De 1 a 14 años (018)",22458,9815,1210,222,11226
"De 15 a 29 años (019)",17875,1730,559,88,15500
"De 30 a 44 años (020)",12054,854,968,73,10168
"De 45 a 64 años (021)",10515,571,791,76,9081
"De 65 y mas años (022)",6110,388,295,62,5366
,,,,,
"URBANA (024)",37508,5814,5657,678,25391
"Menos de 1 año (025)",642,322,52,5,263
"De 1 a 14 años (026)",12182,4118,1748,183,6142
"De 15 a 29 años (027)",10707,746,846,182,8938
"De 30 a 44 años (028)",7110,326,1448,155,5189
"De 45 a 64 años (029)",4811,197,1283,106,3234
"De 65 y mas años (030)",2056,105,280,47,1625
"Hombres (032)",18676,2818,2893,440,12551
"Menos de 1 año (033)",311,150,20,1,140
"De 1 a 14 años (034)",6236,2106,866,94,3176
"De 15 a 29 años (035)",5292,312,409,129,4446
"De 30 a 44 años (036)",3345,117,672,115,2447
"De 45 a 64 años (037)",2524,88,754,76,1615
"De 65 y mas años (038)",968,45,172,25,727
"Mujeres (040)",18832,2996,2764,238,12840
"Menos de 1 año (041)",331,172,32,4,123
"De 1 a 14 años (042)",5946,2012,882,89,2966
"De 15 a 29 años (043)",5415,434,437,53,4492
"De 30 a 44 años (044)",3765,209,776,40,2742
"De 45 a 64 años (045)",2287,109,529,30,1619
"De 65 y mas años (046)",1088,60,108,22,898
,,,,,
"RURAL (048)",99321,21447,2366,639,74917
"Menos de 1 año (049)",1724,1091,24,20,589
"De 1 a 14 años (050)",33578,15914,650,268,16773
"De 15 a 29 años (051)",24205,2194,274,81,21659
"De 30 a 44 años (052)",15450,892,397,78,14092
"De 45 a 64 años (053)",15006,773,617,99,13525
"De 65 y mas años (054)",9358,583,404,93,8279
"Hombres (056)",47937,10368,1262,346,35984
"Menos de 1 año (057)",851,546,11,14,280
"De 1 a 14 años (058)",17066,8111,322,135,8513
"De 15 a 29 años (059)",11745,898,152,46,10651
"De 30 a 44 años (060)",7161,247,205,45,6666
"De 45 a 64 años (061)",6778,311,355,53,6063
"De 65 y mas años (062)",4336,255,217,53,3811
"Mujeres (064)",51384,11079,1104,293,38933
"Menos de 1 año (065)",873,545,13,6,309
"De 1 a 14 años (066)",16512,7803,328,133,8260
"De 15 a 29 años (067)",12460,1296,122,35,11008
"De 30 a 44 años (068)",8289,645,192,33,7426
"De 45 a 64 años (069)",8228,462,262,46,7462
"De 65 y mas años (070)",5022,328,187,40,4468
