"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JULCAN (000)",27871,14009,549,273,13052
"Hombres (001)",13949,6461,265,121,7109
"Mujeres (002)",13922,7548,284,152,5943
"PEA (003)",8808,2704,262,92,5756
"Hombres (004)",7766,2331,174,69,5197
"Mujeres (005)",1042,373,88,23,559
"Ocupada (006)",7873,2414,254,90,5121
"Hombres (007)",6988,2110,166,68,4649
"Mujeres (008)",885,304,88,22,472
"Desocupada (009)",935,290,8,2,635
"Hombres (010)",778,221,8,1,548
"Mujeres (011)",157,69,,1,87
"No PEA (012)",19063,11305,287,181,7296
"Hombres (013)",6183,4130,91,52,1912
"Mujeres (014)",12880,7175,196,129,5384
,,,,,
"URBANA (018)",4256,1732,297,61,2167
"Hombres (019)",2051,773,147,40,1092
"Mujeres (020)",2205,959,150,21,1075
"PEA (021)",1357,332,145,39,842
"Hombres (022)",1005,243,84,31,648
"Mujeres (023)",352,89,61,8,194
"Ocupada (024)",1164,275,140,37,713
"Hombres (025)",848,195,79,30,545
"Mujeres (026)",316,80,61,7,168
"Desocupada (027)",193,57,5,2,129
"Hombres (028)",157,48,5,1,103
"Mujeres (029)",36,9,,1,26
"No PEA (030)",2899,1400,152,22,1325
"Hombres (031)",1046,530,63,9,444
"Mujeres (032)",1853,870,89,13,881
,,,,,
"RURAL (036)",23615,12277,252,212,10885
"Hombres (037)",11898,5688,118,81,6017
"Mujeres (038)",11717,6589,134,131,4868
"PEA (039)",7451,2372,117,53,4914
"Hombres (040)",6761,2088,90,38,4549
"Mujeres (041)",690,284,27,15,365
"Ocupada (042)",6709,2139,114,53,4408
"Hombres (043)",6140,1915,87,38,4104
"Mujeres (044)",569,224,27,15,304
"Desocupada (045)",742,233,3,,506
"Hombres (046)",621,173,3,,445
"Mujeres (047)",121,60,,,61
"No PEA (048)",16164,9905,135,159,5971
"Hombres (049)",5137,3600,28,43,1468
"Mujeres (050)",11027,6305,107,116,4503
