"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia JULCAN (000)",11317,11072,3323,1298,1222,1097,1684,1120,1328,245
"Católica (001)",8279,8088,2576,1003,905,805,1186,752,861,191
"Cristiana/Evangélica (002)",1898,1868,425,160,197,194,330,254,308,30
"Otra (003)",682,669,171,70,61,65,109,82,111,13
"Ninguna (004)",458,447,151,65,59,33,59,32,48,11
,,,,,,,,,,
"URBANA (006)",1870,1816,525,260,230,248,275,131,147,54
"Católica (007)",1348,1310,400,198,164,176,188,91,93,38
"Cristiana/Evangélica (008)",318,310,63,34,40,47,60,32,34,8
"Otra (009)",129,123,38,15,14,18,17,7,14,6
"Ninguna (010)",75,73,24,13,12,7,10,1,6,2
,,,,,,,,,,
"RURAL (012)",9447,9256,2798,1038,992,849,1409,989,1181,191
"Católica (013)",6931,6778,2176,805,741,629,998,661,768,153
"Cristiana/Evangélica (014)",1580,1558,362,126,157,147,270,222,274,22
"Otra (015)",553,546,133,55,47,47,92,75,97,7
"Ninguna (016)",383,374,127,52,47,26,49,31,42,9
