"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ESPINAR (000)",58916,3138,16506,11216,8375,7135,5127,3389,4030
"Quechua (001)",40594,1471,9071,7057,5898,5689,4407,3127,3874
"Aymara (002)",120,3,18,15,23,16,20,15,10
"Ashaninca (003)",8,1,4,2,,,1,,
"Otra lengua nativa (004)",1,,,1,,,,,
"Castellano (005)",18116,1659,7390,4117,2443,1426,695,243,143
"Idioma extranjero (006)",6,,,2,1,,,3,
"Es sordomudo/a (007)",71,4,23,22,10,4,4,1,3
"Hombres (009)",29504,1563,8488,5551,4055,3633,2686,1670,1858
"Quechua (010)",19621,717,4568,3469,2680,2766,2173,1487,1761
"Aymara (011)",67,1,9,6,13,8,15,12,3
"Ashaninca (012)",3,,1,1,,,1,,
"Otra lengua nativa (013)",1,,,1,,,,,
"Castellano (014)",9771,842,3899,2061,1355,855,495,170,94
"Idioma extranjero (015)",4,,,2,1,,,1,
"Es sordomudo/a (016)",37,3,11,11,6,4,2,,
"Mujeres (018)",29412,1575,8018,5665,4320,3502,2441,1719,2172
"Quechua (019)",20973,754,4503,3588,3218,2923,2234,1640,2113
"Aymara (020)",53,2,9,9,10,8,5,3,7
"Ashaninca (021)",5,1,3,1,,,,,
"Castellano (023)",8345,817,3491,2056,1088,571,200,73,49
"Idioma extranjero (024)",2,,,,,,,2,
"Es sordomudo/a (025)",34,1,12,11,4,,2,1,3
,,,,,,,,,
"URBANA (027)",26611,1385,7471,5662,4539,3463,2111,995,985
"Quechua (028)",11523,163,1491,2185,2371,2173,1493,777,870
"Aymara (029)",85,2,4,11,21,13,15,13,6
"Ashaninca (030)",3,1,1,1,,,,,
"Castellano (032)",14976,1219,5969,3455,2142,1277,603,202,109
"Idioma extranjero (033)",6,,,2,1,,,3,
"Es sordomudo/a (034)",18,,6,8,4,,,,
"Hombres (036)",13468,686,3894,2771,2179,1806,1194,538,400
"Quechua (037)",5453,79,771,1061,1013,1056,755,389,329
"Aymara (038)",52,,2,5,11,7,13,11,3
"Ashaninca (039)",1,,,1,,,,,
"Castellano (041)",7952,607,3121,1698,1152,743,426,137,68
"Idioma extranjero (042)",4,,,2,1,,,1,
"Es sordomudo/a (043)",6,,,4,2,,,,
"Mujeres (045)",13143,699,3577,2891,2360,1657,917,457,585
"Quechua (046)",6070,84,720,1124,1358,1117,738,388,541
"Aymara (047)",33,2,2,6,10,6,2,2,3
"Ashaninca (048)",2,1,1,,,,,,
"Castellano (050)",7024,612,2848,1757,990,534,177,65,41
"Idioma extranjero (051)",2,,,,,,,2,
"Es sordomudo/a (052)",12,,6,4,2,,,,
,,,,,,,,,
"RURAL (054)",32305,1753,9035,5554,3836,3672,3016,2394,3045
"Quechua (055)",29071,1308,7580,4872,3527,3516,2914,2350,3004
"Aymara (056)",35,1,14,4,2,3,5,2,4
"Ashaninca (057)",5,,3,1,,,1,,
"Otra lengua nativa (058)",1,,,1,,,,,
"Castellano (059)",3140,440,1421,662,301,149,92,41,34
"Es sordomudo/a (061)",53,4,17,14,6,4,4,1,3
"Hombres (063)",16036,877,4594,2780,1876,1827,1492,1132,1458
"Quechua (064)",14168,638,3797,2408,1667,1710,1418,1098,1432
"Aymara (065)",15,1,7,1,2,1,2,1,
"Ashaninca (066)",2,,1,,,,1,,
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",1819,235,778,363,203,112,69,33,26
"Es sordomudo/a (070)",31,3,11,7,4,4,2,,
"Mujeres (072)",16269,876,4441,2774,1960,1845,1524,1262,1587
"Quechua (073)",14903,670,3783,2464,1860,1806,1496,1252,1572
"Aymara (074)",20,,7,3,,2,3,1,4
"Ashaninca (075)",3,,2,1,,,,,
"Castellano (077)",1321,205,643,299,98,37,23,8,8
"Es sordomudo/a (079)",22,1,6,7,2,,2,1,3
