"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PIURA (000)",412706,398120,14586
"Hombres (001)",199501,193049,6452
"Mujeres (002)",213205,205071,8134
"De 18 a 29 años (003)",144172,136039,8133
"Hombres (004)",70293,66030,4263
"Mujeres (005)",73879,70009,3870
"De 30 a 44 años (006)",132223,130326,1897
"Hombres (007)",62961,62080,881
"Mujeres (008)",69262,68246,1016
"De 45 a 64 años (009)",97668,95909,1759
"Hombres (010)",47534,46900,634
"Mujeres (011)",50134,49009,1125
"De 65 y más años (012)",38643,35846,2797
"Hombres (013)",18713,18039,674
"Mujeres (014)",19930,17807,2123
,,,
"URBANA (015)",359513,348100,11413
"Hombres (016)",171260,166264,4996
"Mujeres (017)",188253,181836,6417
"De 18 a 29 años (018)",125148,118897,6251
"Hombres (019)",60414,57155,3259
"Mujeres (020)",64734,61742,2992
"De 30 a 44 años (021)",115213,113777,1436
"Hombres (022)",54067,53365,702
"Mujeres (023)",61146,60412,734
"De 45 a 64 años (024)",85881,84498,1383
"Hombres (025)",41144,40649,495
"Mujeres (026)",44737,43849,888
"De 65 y más años (027)",33271,30928,2343
"Hombres (028)",15635,15095,540
"Mujeres (029)",17636,15833,1803
,,,
"RURAL (030)",53193,50020,3173
"Hombres (031)",28241,26785,1456
"Mujeres (032)",24952,23235,1717
"De 18 a 29 años (033)",19024,17142,1882
"Hombres (034)",9879,8875,1004
"Mujeres (035)",9145,8267,878
"De 30 a 44 años (036)",17010,16549,461
"Hombres (037)",8894,8715,179
"Mujeres (038)",8116,7834,282
"De 45 a 64 años (039)",11787,11411,376
"Hombres (040)",6390,6251,139
"Mujeres (041)",5397,5160,237
"De 65 y más años (042)",5372,4918,454
"Hombres (043)",3078,2944,134
"Mujeres (044)",2294,1974,320
