"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia VILCAS HUAMAN (000)",5937,774,1041,2926,34,1130,32
"Agric., ganadería, caza y silvicultura (001)",3762,5,604,2225,19,909,
"Explotación de minas y canteras (003)",34,5,29,,,,
"Industrias manufactureras (004)",112,1,22,69,5,15,
"Suministro de electricidad, gas y agua (005)",10,2,8,,,,
"Construcción (006)",342,10,219,55,6,52,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",329,15,,273,2,39,
"Venta, mant.y rep. veh.autom.y motoc. (008)",10,,,10,,,
"Comercio al por mayor (009)",11,1,,10,,,
"Comercio al por menor (010)",308,14,,253,2,39,
"Hoteles y restaurantes (011)",76,19,9,41,,7,
"Trans., almac. y comunicaciones (012)",82,26,13,43,,,
"Intermediación financiera (013)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",32,27,2,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",198,143,55,,,,
"Enseñanza (016)",462,388,1,70,,3,
"Servicios sociales y de salud (017)",66,62,1,3,,,
"Otras activ. serv.comun.soc y personales (018)",20,5,1,13,,1,
"Hogares privados con servicio doméstico (019)",32,,,,,,32
"Actividad economica no especificada (021)",379,65,77,131,2,104,
"Hombres (022)",4514,537,826,2381,31,734,5
"Agric., ganadería, caza y silvicultura (023)",3107,5,451,2019,17,615,
"Explotación de minas y canteras (025)",33,5,28,,,,
"Industrias manufactureras (026)",99,1,20,60,5,13,
"Suministro de electricidad, gas y agua (027)",10,2,8,,,,
"Construcción (028)",322,9,204,52,6,51,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",123,9,,104,1,9,
"Venta, mant.y rep. veh.autom.y motoc. (030)",9,,,9,,,
"Comercio al por mayor (031)",9,,,9,,,
"Comercio al por menor (032)",105,9,,86,1,9,
"Hoteles y restaurantes (033)",11,4,2,5,,,
"Trans., almac. y comunicaciones (034)",73,21,11,41,,,
"Activid.inmobil., empres. y alquileres (036)",25,20,2,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",164,117,47,,,,
"Enseñanza (038)",297,262,1,33,,1,
"Servicios sociales y de salud (039)",36,33,1,2,,,
"Otras activ. serv.comun.soc y personales (040)",14,4,,10,,,
"Hogares privados con servicio doméstico (041)",5,,,,,,5
"Actividad economica no especificada (043)",195,45,51,52,2,45,
"Mujeres (044)",1423,237,215,545,3,396,27
"Agric., ganadería, caza y silvicultura (045)",655,,153,206,2,294,
"Explotación de minas y canteras (047)",1,,1,,,,
"Industrias manufactureras (048)",13,,2,9,,2,
"Construcción (050)",20,1,15,3,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",206,6,,169,1,30,
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,1,,,
"Comercio al por mayor (053)",2,1,,1,,,
"Comercio al por menor (054)",203,5,,167,1,30,
"Hoteles y restaurantes (055)",65,15,7,36,,7,
"Trans., almac. y comunicaciones (056)",9,5,2,2,,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",7,7,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",34,26,8,,,,
"Enseñanza (060)",165,126,,37,,2,
"Servicios sociales y de salud (061)",30,29,,1,,,
"Otras activ. serv.comun.soc y personales (062)",6,1,1,3,,1,
"Hogares privados con servicio doméstico (063)",27,,,,,,27
"Actividad economica no especificada (065)",184,20,26,79,,59,
,,,,,,,
"URBANA (066)",2205,581,344,991,12,259,18
"Agric., ganadería, caza y silvicultura (067)",974,1,202,584,6,181,
"Explotación de minas y canteras (069)",12,1,11,,,,
"Industrias manufactureras (070)",48,1,4,33,1,9,
"Suministro de electricidad, gas y agua (071)",4,2,2,,,,
"Construcción (072)",93,9,55,22,2,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",226,10,,185,1,30,
"Venta, mant.y rep. veh.autom.y motoc. (074)",7,,,7,,,
"Comercio al por mayor (075)",3,1,,2,,,
"Comercio al por menor (076)",216,9,,176,1,30,
"Hoteles y restaurantes (077)",56,14,4,33,,5,
"Trans., almac. y comunicaciones (078)",55,20,6,29,,,
"Intermediación financiera (079)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (080)",25,21,1,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",142,121,21,,,,
"Enseñanza (082)",310,278,,31,,1,
"Servicios sociales y de salud (083)",51,48,1,2,,,
"Otras activ. serv.comun.soc y personales (084)",12,3,1,8,,,
"Hogares privados con servicio doméstico (085)",18,,,,,,18
"Actividad economica no especificada (087)",178,51,36,61,2,28,
"Hombres (088)",1530,385,270,721,11,139,4
"Agric., ganadería, caza y silvicultura (089)",799,1,154,524,6,114,
"Explotación de minas y canteras (091)",12,1,11,,,,
"Industrias manufactureras (092)",39,1,2,28,1,7,
"Suministro de electricidad, gas y agua (093)",4,2,2,,,,
"Construcción (094)",82,8,48,19,2,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",78,4,,69,,5,
"Venta, mant.y rep. veh.autom.y motoc. (096)",6,,,6,,,
"Comercio al por mayor (097)",1,,,1,,,
"Comercio al por menor (098)",71,4,,62,,5,
"Hoteles y restaurantes (099)",11,4,2,5,,,
"Trans., almac. y comunicaciones (100)",48,16,5,27,,,
"Activid.inmobil., empres. y alquileres (102)",19,15,1,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",119,100,19,,,,
"Enseñanza (104)",184,172,,12,,,
"Servicios sociales y de salud (105)",28,26,1,1,,,
"Otras activ. serv.comun.soc y personales (106)",7,2,,5,,,
"Hogares privados con servicio doméstico (107)",4,,,,,,4
"Actividad economica no especificada (109)",96,33,25,28,2,8,
"Mujeres (110)",675,196,74,270,1,120,14
"Agric., ganadería, caza y silvicultura (111)",175,,48,60,,67,
"Industrias manufactureras (114)",9,,2,5,,2,
"Construcción (116)",11,1,7,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",148,6,,116,1,25,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,1,,,
"Comercio al por mayor (119)",2,1,,1,,,
"Comercio al por menor (120)",145,5,,114,1,25,
"Hoteles y restaurantes (121)",45,10,2,28,,5,
"Trans., almac. y comunicaciones (122)",7,4,1,2,,,
"Intermediación financiera (123)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",6,6,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",23,21,2,,,,
"Enseñanza (126)",126,106,,19,,1,
"Servicios sociales y de salud (127)",23,22,,1,,,
"Otras activ. serv.comun.soc y personales (128)",5,1,1,3,,,
"Hogares privados con servicio doméstico (129)",14,,,,,,14
"Actividad economica no especificada (131)",82,18,11,33,,20,
,,,,,,,
"RURAL (132)",3732,193,697,1935,22,871,14
"Agric., ganadería, caza y silvicultura (133)",2788,4,402,1641,13,728,
"Explotación de minas y canteras (135)",22,4,18,,,,
