"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia EL DORADO",,,,,,,,
"Viviendas particulares (001)",7376,6265,1021,15,10,53,5,7
"Ocupantes presentes (002)",33628,29059,4163,59,54,240,23,30
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",6135,5127,925,15,10,46,5,7
"Ocupantes presentes (005)",28007,23776,3852,59,54,213,23,30
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",2,,2,,,,,
"Ocupantes presentes (008)",9,,9,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",68,,67,,,1,,
"Ocupantes presentes (011)",217,,215,,,2,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",20,9,11,,,,,
"Ocupantes presentes (014)",48,26,22,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",1127,1107,14,,,6,,
"Ocupantes presentes (017)",5244,5162,57,,,25,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",9,9,,,,,,
"Ocupantes presentes (020)",40,40,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,5,2,,,,,
"Ocupantes presentes (023)",38,30,8,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",8,8,,,,,,
"Ocupantes presentes (026)",25,25,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2921,2057,842,10,1,4,2,5
"Ocupantes presentes (029)",13077,9539,3452,37,4,12,9,24
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2816,2034,761,10,1,3,2,5
"Ocupantes presentes (032)",12732,9446,3202,37,4,10,9,24
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",2,,2,,,,,
"Ocupantes presentes (035)",9,,9,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",68,,67,,,1,,
"Ocupantes presentes (038)",217,,215,,,2,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",20,9,11,,,,,
"Ocupantes presentes (041)",48,26,22,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",9,9,,,,,,
"Ocupantes presentes (047)",40,40,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",5,4,1,,,,,
"Ocupantes presentes (050)",29,25,4,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,
"Ocupantes presentes (053)",2,2,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",4455,4208,179,5,9,49,3,2
"Ocupantes presentes (056)",20551,19520,711,22,50,228,14,6
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3319,3093,164,5,9,43,3,2
"Ocupantes presentes (059)",15275,14330,650,22,50,203,14,6
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",1127,1107,14,,,6,,
"Ocupantes presentes (071)",5244,5162,57,,,25,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,
"Ocupantes presentes (077)",9,5,4,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",7,7,,,,,,
"Ocupantes presentes (080)",23,23,,,,,,
