"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia TALARA",,,,,,,,
"Hogares (001)",30891,20447,25029,13200,3107,13119,4000,2986
"Ocupantes presentes (002)",127209,85082,106962,57557,12747,55757,16849,9864
"Casa independiente",,,,,,,,
"Hogares (004)",30228,20045,24616,13006,3045,12929,3896,2862
"Ocupantes presentes (005)",124972,83663,105482,56847,12528,55120,16528,9526
"Departamento en edificio",,,,,,,,
"Hogares (007)",173,129,159,106,46,117,89,8
"Ocupantes presentes (008)",503,392,467,340,155,353,266,19
"Vivienda en quinta",,,,,,,,
"Hogares (010)",35,23,30,15,4,16,4,1
"Ocupantes presentes (011)",137,95,115,58,12,57,13,4
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",85,52,62,30,4,27,6,9
"Ocupantes presentes (014)",343,228,278,137,23,113,26,20
"Choza o cabaña",,,,,,,,
"Hogares (016)",92,64,7,1,,2,,28
"Ocupantes presentes (017)",319,249,32,5,,6,,70
"Vivienda improvisada",,,,,,,,
"Hogares (019)",215,101,121,36,4,20,3,60
"Ocupantes presentes (020)",784,374,488,145,17,83,10,195
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",53,30,29,6,4,8,2,14
"Ocupantes presentes (023)",129,73,87,25,12,25,6,23
"Otro tipo",,,,,,,,
"Hogares (025)",10,3,5,,,,,4
"Ocupantes presentes (026)",22,8,13,,,,,7
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",30295,20049,24764,13108,3073,12994,3956,2860
"Ocupantes presentes (029)",125021,83541,105819,57167,12619,55235,16699,9518
"Casa independiente",,,,,,,,
"Hogares (031)",29725,19712,24359,12915,3011,12806,3852,2764
"Ocupantes presentes (032)",123107,82375,104375,56462,12400,54604,16378,9250
"Departamento en edificio",,,,,,,,
"Hogares (034)",173,129,159,106,46,117,89,8
"Ocupantes presentes (035)",503,392,467,340,155,353,266,19
"Vivienda en quinta",,,,,,,,
"Hogares (037)",35,23,30,15,4,16,4,1
"Ocupantes presentes (038)",137,95,115,58,12,57,13,4
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",85,52,62,30,4,27,6,9
"Ocupantes presentes (041)",343,228,278,137,23,113,26,20
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",215,101,121,36,4,20,3,60
"Ocupantes presentes (047)",784,374,488,145,17,83,10,195
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",53,30,29,6,4,8,2,14
"Ocupantes presentes (050)",129,73,87,25,12,25,6,23
"Otro tipo",,,,,,,,
"Hogares (052)",9,2,4,,,,,4
"Ocupantes presentes (053)",18,4,9,,,,,7
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",596,398,265,92,34,125,44,126
"Ocupantes presentes (056)",2188,1541,1143,390,128,522,150,346
"Casa independiente",,,,,,,,
"Hogares (058)",503,333,257,91,34,123,44,98
"Ocupantes presentes (059)",1865,1288,1107,385,128,516,150,276
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",92,64,7,1,,2,,28
"Ocupantes presentes (071)",319,249,32,5,,6,,70
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,1,1,,,,,
"Ocupantes presentes (080)",4,4,4,,,,,
