"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia LEONCIO PRADO (000)",86214,13619,18722,17999,15154,10236,10484
"Católica (001)",56501,8716,12479,11869,9981,6895,6561
"Cristiana/Evangélica (002)",23783,3853,4540,4739,4352,2863,3436
"Otra (003)",1583,199,313,343,267,213,248
"Ninguna (004)",4347,851,1390,1048,554,265,239
"Hombres (006)",45252,7035,9907,9267,7825,5538,5680
"Católica (007)",30694,4621,6803,6234,5345,3913,3778
"Cristiana/Evangélica (008)",11122,1823,2138,2240,1975,1336,1610
"Otra (009)",782,98,162,159,136,106,121
"Ninguna (010)",2654,493,804,634,369,183,171
"Mujeres (012)",40962,6584,8815,8732,7329,4698,4804
"Católica (013)",25807,4095,5676,5635,4636,2982,2783
"Cristiana/Evangélica (014)",12661,2030,2402,2499,2377,1527,1826
"Otra (015)",801,101,151,184,131,107,127
"Ninguna (016)",1693,358,586,414,185,82,68
,,,,,,,
"URBANA (018)",52180,8125,11429,10706,9256,6460,6204
"Católica (019)",34299,5115,7400,7099,6228,4453,4004
"Cristiana/Evangélica (020)",14016,2377,2886,2689,2512,1676,1876
"Otra (021)",1226,149,250,283,179,167,198
"Ninguna (022)",2639,484,893,635,337,164,126
"Hombres (024)",25944,4045,5841,5167,4466,3299,3126
"Católica (025)",17532,2587,3826,3480,3103,2384,2152
"Cristiana/Evangélica (026)",6229,1109,1370,1183,1053,730,784
"Otra (027)",609,76,131,133,93,78,98
"Ninguna (028)",1574,273,514,371,217,107,92
"Mujeres (030)",26236,4080,5588,5539,4790,3161,3078
"Católica (031)",16767,2528,3574,3619,3125,2069,1852
"Cristiana/Evangélica (032)",7787,1268,1516,1506,1459,946,1092
"Otra (033)",617,73,119,150,86,89,100
"Ninguna (034)",1065,211,379,264,120,57,34
,,,,,,,
"RURAL (036)",34034,5494,7293,7293,5898,3776,4280
"Católica (037)",22202,3601,5079,4770,3753,2442,2557
"Cristiana/Evangélica (038)",9767,1476,1654,2050,1840,1187,1560
"Otra (039)",357,50,63,60,88,46,50
"Ninguna (040)",1708,367,497,413,217,101,113
"Hombres (042)",19308,2990,4066,4100,3359,2239,2554
"Católica (043)",13162,2034,2977,2754,2242,1529,1626
"Cristiana/Evangélica (044)",4893,714,768,1057,922,606,826
"Otra (045)",173,22,31,26,43,28,23
"Ninguna (046)",1080,220,290,263,152,76,79
"Mujeres (048)",14726,2504,3227,3193,2539,1537,1726
"Católica (049)",9040,1567,2102,2016,1511,913,931
"Cristiana/Evangélica (050)",4874,762,886,993,918,581,734
"Otra (051)",184,28,32,34,45,18,27
"Ninguna (052)",628,147,207,150,65,25,34
