"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia URUBAMBA (000)",15104,61,272,769,1462,2834,4777,4929
"De 12 a 14 años (001)",20,,,,,,1,19
"De 15 a 19 años (002)",276,,,,,,138,138
"De 20 a 24 años (003)",1539,,,,,3,737,799
"De 25 a 29 años (004)",2199,,,,,72,1115,1012
"De 30 a 34 años (005)",1898,,,,,266,1116,516
"De 35 a 39 años (006)",1796,,,,12,535,851,398
"De 40 a 44 años (007)",1536,,,,69,644,530,293
"De 45 a 49 años (008)",1272,,,5,176,596,242,253
"De 50 y más años (009)",4568,61,272,764,1205,718,47,1501
"PEA (010)",5491,6,43,172,494,1127,1878,1771
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",81,,,,,,41,40
"De 20 a 24 años (013)",635,,,,,2,276,357
"De 25 a 29 años (014)",863,,,,,36,436,391
"De 30 a 34 años (015)",813,,,,,123,434,256
"De 35 a 39 años (016)",793,,,,4,241,375,173
"De 40 a 44 años (017)",643,,,,30,268,209,136
"De 45 a 49 años (018)",559,,,2,91,251,96,119
"De 50 y más años (019)",1102,6,43,170,369,206,11,297
"Ocupada (020)",5375,6,43,171,491,1116,1824,1724
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",75,,,,,,38,37
"De 20 a 24 años (023)",602,,,,,2,261,339
"De 25 a 29 años (024)",838,,,,,36,419,383
"De 30 a 34 años (025)",791,,,,,118,427,246
"De 35 a 39 años (026)",782,,,,4,241,367,170
"De 40 a 44 años (027)",633,,,,29,266,205,133
"De 45 a 49 años (028)",554,,,2,90,248,96,118
"De 50 y más años (029)",1098,6,43,169,368,205,11,296
"Desocupada (030)",116,,,1,3,11,54,47
"De 15 a 19 años (032)",6,,,,,,3,3
"De 20 a 24 años (033)",33,,,,,,15,18
"De 25 a 29 años (034)",25,,,,,,17,8
"De 30 a 34 años (035)",22,,,,,5,7,10
"De 35 a 39 años (036)",11,,,,,,8,3
"De 40 a 44 años (037)",10,,,,1,2,4,3
"De 45 a 49 años (038)",5,,,,1,3,,1
"De 50 y más años (039)",4,,,1,1,1,,1
"No PEA (040)",9613,55,229,597,968,1707,2899,3158
"De 12 a 14 años (041)",18,,,,,,1,17
"De 15 a 19 años (042)",195,,,,,,97,98
"De 20 a 24 años (043)",904,,,,,1,461,442
"De 25 a 29 años (044)",1336,,,,,36,679,621
"De 30 a 34 años (045)",1085,,,,,143,682,260
"De 35 a 39 años (046)",1003,,,,8,294,476,225
"De 40 a 44 años (047)",893,,,,39,376,321,157
"De 45 a 49 años (048)",713,,,3,85,345,146,134
