"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia HUANCA SANCOS (000)",4027,12778,10899,,175,85.3,1.4
"De 12 a 14 años (001)",389,3,3,,,100,
"De 15 a 19 años (002)",413,52,52,17,100,32.7,
"De 20 a 24 años (003)",364,357,354,48,99.2,13.4,
"De 25 a 29 años (004)",349,596,575,38,96.5,6.4,
"De 30 a 34 años (005)",339,804,770,34,95.8,4.2,
"De 35 a 39 años (006)",359,1243,1183,27,95.2,2.2,
"De 40 a 44 años (007)",338,1421,1286,8,90.5,0.6,
"De 45 a 49 años (008)",283,1390,1237,3,89,0.2,
"De 50 y más años (009)",1193,6912,5439,,78.7,,
"PEA (010)",1392,4590,4031,53,87.8,1.2,
"De 12 a 14 años (011)",13,3,3,,100,,
"De 15 a 19 años (012)",63,14,14,3,100,21.4,
"De 20 a 24 años (013)",136,101,99,8,98,7.9,
"De 25 a 29 años (014)",157,218,208,15,95.4,6.9,
"De 30 a 34 años (015)",150,301,287,11,95.3,3.7,
"De 35 a 39 años (016)",169,516,494,10,95.7,1.9,
"De 40 a 44 años (017)",160,634,592,4,93.4,0.6,
"De 45 a 49 años (018)",136,609,552,2,90.6,0.3,
"De 50 y más años (019)",408,2194,1782,,81.2,,
"Ocupada (020)",1371,4557,4000,53,87.8,1.2,
"De 12 a 14 años (021)",12,3,3,,100,,
"De 15 a 19 años (022)",57,14,14,3,100,21.4,
"De 20 a 24 años (023)",133,98,96,8,98,8.2,
"De 25 a 29 años (024)",156,217,207,15,95.4,6.9,
"De 30 a 34 años (025)",147,296,283,11,95.6,3.7,
"De 35 a 39 años (026)",165,503,482,10,95.8,2,
"De 40 a 44 años (027)",158,624,582,4,93.3,0.6,
"De 45 a 49 años (028)",136,609,552,2,90.6,0.3,
"De 50 y más años (029)",407,2193,1781,,81.2,,
"Desocupada (030)",21,33,31,,93.9,,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",6,,,,,,
"De 20 a 24 años (033)",3,3,3,,100,,
"De 25 a 29 años (034)",1,1,1,,100,,
"De 30 a 34 años (035)",3,5,4,,80,,
"De 35 a 39 años (036)",4,13,12,,92.3,,
"De 40 a 44 años (037)",2,10,10,,100,,
"De 50 y más años (039)",1,1,1,,100,,
