"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUANUCO",,,,,,,
"Viviendas particulares (001)",60978,10129,2760,2015,39864,3543,2667
"Ocupantes presentes (002)",267068,37133,11893,8932,183139,14951,11020
"Casa independiente",,,,,,,
"Viviendas particulares (004)",54643,7524,2616,1768,37172,3140,2423
"Ocupantes presentes (005)",243473,29561,11174,7945,171544,13239,10010
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",1812,1056,,175,453,44,84
"Ocupantes presentes (008)",6038,2879,,678,2001,155,325
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",982,607,,20,310,13,32
"Ocupantes presentes (011)",3558,1844,,96,1409,62,147
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1259,798,,17,330,47,67
"Ocupantes presentes (014)",4411,2353,,76,1511,182,289
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2198,105,144,35,1585,279,50
"Ocupantes presentes (017)",9346,394,719,137,6636,1255,205
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",20,15,,,3,,2
"Ocupantes presentes (020)",47,32,,,12,,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",61,22,,,11,20,8
"Ocupantes presentes (023)",187,65,,,26,58,38
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,2,,,,,1
"Ocupantes presentes (026)",8,5,,,,,3
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",36687,8867,929,1589,22266,1056,1980
"Ocupantes presentes (029)",161416,32124,3558,7165,105862,4362,8345
"Casa independiente",,,,,,,
"Viviendas particulares (031)",32557,6367,929,1377,21159,937,1788
"Ocupantes presentes (032)",147181,24946,3558,6315,100903,3915,7544
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",1812,1056,,175,453,44,84
"Ocupantes presentes (035)",6038,2879,,678,2001,155,325
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",982,607,,20,310,13,32
"Ocupantes presentes (038)",3558,1844,,96,1409,62,147
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1259,798,,17,330,47,67
"Ocupantes presentes (041)",4411,2353,,76,1511,182,289
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",20,15,,,3,,2
"Ocupantes presentes (047)",47,32,,,12,,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",55,22,,,11,15,7
"Ocupantes presentes (050)",176,65,,,26,48,37
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,2,,,,,
"Ocupantes presentes (053)",5,5,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",24291,1262,1831,426,17598,2487,687
"Ocupantes presentes (056)",105652,5009,8335,1767,77277,10589,2675
"Casa independiente",,,,,,,
"Viviendas particulares (058)",22086,1157,1687,391,16013,2203,635
"Ocupantes presentes (059)",96292,4615,7616,1630,70641,9324,2466
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2198,105,144,35,1585,279,50
"Ocupantes presentes (071)",9346,394,719,137,6636,1255,205
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",6,,,,,5,1
"Ocupantes presentes (077)",11,,,,,10,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",3,,,,,,3
