"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MARISCAL LUZURIAGA (000)",19897,9865,1658,249,8134
"Hombres (001)",9738,4468,873,154,4249
"Mujeres (002)",10159,5397,785,95,3885
"PEA (003)",4831,1624,649,70,2492
"Hombres (004)",3837,1270,429,57,2085
"Mujeres (005)",994,354,220,13,407
"Ocupada (006)",4480,1528,641,70,2245
"Hombres (007)",3559,1206,424,57,1876
"Mujeres (008)",921,322,217,13,369
"Desocupada (009)",351,96,8,,247
"Hombres (010)",278,64,5,,209
"Mujeres (011)",73,32,3,,38
"No PEA (012)",15066,8241,1009,179,5642
"Hombres (013)",5901,3198,444,97,2164
"Mujeres (014)",9165,5043,565,82,3478
,,,,,
"URBANA (018)",2563,703,730,62,1069
"Hombres (019)",1286,331,365,44,547
"Mujeres (020)",1277,372,365,18,522
"PEA (021)",1003,172,351,44,437
"Hombres (022)",657,110,204,35,309
"Mujeres (023)",346,62,147,9,128
"Ocupada (024)",986,170,348,44,425
"Hombres (025)",646,109,203,35,300
"Mujeres (026)",340,61,145,9,125
"Desocupada (027)",17,2,3,,12
"Hombres (028)",11,1,1,,9
"Mujeres (029)",6,1,2,,3
"No PEA (030)",1560,531,379,18,632
"Hombres (031)",629,221,161,9,238
"Mujeres (032)",931,310,218,9,394
,,,,,
"RURAL (036)",17334,9162,928,187,7065
"Hombres (037)",8452,4137,508,110,3702
"Mujeres (038)",8882,5025,420,77,3363
"PEA (039)",3828,1452,298,26,2055
"Hombres (040)",3180,1160,225,22,1776
"Mujeres (041)",648,292,73,4,279
"Ocupada (042)",3494,1358,293,26,1820
"Hombres (043)",2913,1097,221,22,1576
"Mujeres (044)",581,261,72,4,244
"Desocupada (045)",334,94,5,,235
"Hombres (046)",267,63,4,,200
"Mujeres (047)",67,31,1,,35
"No PEA (048)",13506,7710,630,161,5010
"Hombres (049)",5272,2977,283,88,1926
"Mujeres (050)",8234,4733,347,73,3084
