"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PISCO (000)",110784,22488,35039,26632,19404,7221
"Hombres (001)",56422,11616,18010,13185,9861,3750
"Mujeres (002)",54362,10872,17029,13447,9543,3471
"PEA (003)",48472,597,17126,17613,11417,1719
"Hombres (004)",33967,417,12036,11980,8187,1347
"Mujeres (005)",14505,180,5090,5633,3230,372
"Ocupada (006)",45715,570,15844,16747,10923,1631
"Hombres (007)",32132,394,11248,11429,7789,1272
"Mujeres (008)",13583,176,4596,5318,3134,359
"Desocupada (009)",2757,27,1282,866,494,88
"Hombres (010)",1835,23,788,551,398,75
"Mujeres (011)",922,4,494,315,96,13
"No PEA (012)",62312,21891,17913,9019,7987,5502
"Hombres (013)",22455,11199,5974,1205,1674,2403
"Mujeres (014)",39857,10692,11939,7814,6313,3099
,,,,,,
"URBANA (018)",97099,19676,30567,23626,17135,6095
"Hombres (019)",49075,10176,15539,11583,8637,3140
"Mujeres (020)",48024,9500,15028,12043,8498,2955
"PEA (021)",42532,530,15045,15622,10008,1327
"Hombres (022)",29315,364,10403,10457,7077,1014
"Mujeres (023)",13217,166,4642,5165,2931,313
"Ocupada (024)",39923,507,13841,14797,9531,1247
"Hombres (025)",27584,344,9663,9937,6695,945
"Mujeres (026)",12339,163,4178,4860,2836,302
"Desocupada (027)",2609,23,1204,825,477,80
"Hombres (028)",1731,20,740,520,382,69
"Mujeres (029)",878,3,464,305,95,11
"No PEA (030)",54567,19146,15522,8004,7127,4768
"Hombres (031)",19760,9812,5136,1126,1560,2126
"Mujeres (032)",34807,9334,10386,6878,5567,2642
,,,,,,
"RURAL (036)",13685,2812,4472,3006,2269,1126
"Hombres (037)",7347,1440,2471,1602,1224,610
"Mujeres (038)",6338,1372,2001,1404,1045,516
"PEA (039)",5940,67,2081,1991,1409,392
"Hombres (040)",4652,53,1633,1523,1110,333
"Mujeres (041)",1288,14,448,468,299,59
"Ocupada (042)",5792,63,2003,1950,1392,384
"Hombres (043)",4548,50,1585,1492,1094,327
"Mujeres (044)",1244,13,418,458,298,57
"Desocupada (045)",148,4,78,41,17,8
"Hombres (046)",104,3,48,31,16,6
"Mujeres (047)",44,1,30,10,1,2
"No PEA (048)",7745,2745,2391,1015,860,734
"Hombres (049)",2695,1387,838,79,114,277
"Mujeres (050)",5050,1358,1553,936,746,457
