"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHINCHA (000)",170218,34564,53202,39978,29842,12632
"Hombres (001)",83733,17690,26520,19162,14215,6146
"Mujeres (002)",86485,16874,26682,20816,15627,6486
"PEA (003)",78464,820,27812,28795,18030,3007
"Hombres (004)",50843,559,18198,17976,11961,2149
"Mujeres (005)",27621,261,9614,10819,6069,858
"Ocupada (006)",75318,778,26112,27978,17549,2901
"Hombres (007)",48861,531,17216,17462,11595,2057
"Mujeres (008)",26457,247,8896,10516,5954,844
"Desocupada (009)",3146,42,1700,817,481,106
"Hombres (010)",1982,28,982,514,366,92
"Mujeres (011)",1164,14,718,303,115,14
"No PEA (012)",91754,33744,25390,11183,11812,9625
"Hombres (013)",32890,17131,8322,1186,2254,3997
"Mujeres (014)",58864,16613,17068,9997,9558,5628
,,,,,,
"URBANA (018)",151360,30783,47340,35788,26439,11010
"Hombres (019)",74204,15759,23577,17054,12507,5307
"Mujeres (020)",77156,15024,23763,18734,13932,5703
"PEA (021)",70408,756,25019,25998,16060,2575
"Hombres (022)",45136,509,16262,16007,10516,1842
"Mujeres (023)",25272,247,8757,9991,5544,733
"Ocupada (024)",67495,720,23456,25226,15613,2480
"Hombres (025)",43318,486,15362,15529,10180,1761
"Mujeres (026)",24177,234,8094,9697,5433,719
"Desocupada (027)",2913,36,1563,772,447,95
"Hombres (028)",1818,23,900,478,336,81
"Mujeres (029)",1095,13,663,294,111,14
"No PEA (030)",80952,30027,22321,9790,10379,8435
"Hombres (031)",29068,15250,7315,1047,1991,3465
"Mujeres (032)",51884,14777,15006,8743,8388,4970
,,,,,,
"RURAL (036)",18858,3781,5862,4190,3403,1622
"Hombres (037)",9529,1931,2943,2108,1708,839
"Mujeres (038)",9329,1850,2919,2082,1695,783
"PEA (039)",8056,64,2793,2797,1970,432
"Hombres (040)",5707,50,1936,1969,1445,307
"Mujeres (041)",2349,14,857,828,525,125
"Ocupada (042)",7823,58,2656,2752,1936,421
"Hombres (043)",5543,45,1854,1933,1415,296
"Mujeres (044)",2280,13,802,819,521,125
"Desocupada (045)",233,6,137,45,34,11
"Hombres (046)",164,5,82,36,30,11
"Mujeres (047)",69,1,55,9,4,
"No PEA (048)",10802,3717,3069,1393,1433,1190
"Hombres (049)",3822,1881,1007,139,263,532
"Mujeres (050)",6980,1836,2062,1254,1170,658
