"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BARRANCA (000)",50480,1699,41,11436,23319,2429,3509,2641,5406
"Empleado (001)",12136,66,3,813,3943,797,1598,1157,3759
"Obrero (002)",15123,735,21,4482,8100,494,602,379,310
"Trabajador independiente (003)",18974,693,9,4978,9251,939,1117,864,1123
"Empleador o patrono (004)",1033,28,1,265,428,48,64,79,120
"Trabajador familiar no remunerado (005)",2064,131,6,571,975,96,78,126,81
"Trabajador del hogar (006)",1150,46,1,327,622,55,50,36,13
"Hombres (008)",33833,768,27,7607,17167,1619,1966,1684,2995
"Empleado (009)",6767,30,1,485,2567,465,744,613,1862
"Obrero (010)",12671,421,17,3585,7082,436,529,331,270
"Trabajador independiente (011)",12720,275,5,3132,6682,641,629,609,747
"Empleador o patrono (012)",772,16,1,203,331,32,42,60,87
"Trabajador familiar no remunerado (013)",866,25,3,195,481,45,21,67,29
"Trabajador del hogar (014)",37,1,,7,24,,1,4,
"Mujeres (016)",16647,931,14,3829,6152,810,1543,957,2411
"Empleado (017)",5369,36,2,328,1376,332,854,544,1897
"Obrero (018)",2452,314,4,897,1018,58,73,48,40
"Trabajador independiente (019)",6254,418,4,1846,2569,298,488,255,376
"Empleador o patrono (020)",261,12,,62,97,16,22,19,33
"Trabajador familiar no remunerado (021)",1198,106,3,376,494,51,57,59,52
"Trabajador del hogar (022)",1113,45,1,320,598,55,49,32,13
,,,,,,,,,
"URBANA (024)",43030,1003,32,9068,19779,2198,3331,2431,5188
"Empleado (025)",11732,56,3,773,3776,771,1546,1117,3690
"Obrero (026)",10481,318,15,2940,5766,386,536,280,240
"Trabajador independiente (027)",17258,520,8,4405,8512,868,1072,812,1061
"Empleador o patrono (028)",861,8,1,186,375,46,60,74,111
"Trabajador familiar no remunerado (029)",1641,66,4,458,775,80,70,114,74
"Trabajador del hogar (030)",1057,35,1,306,575,47,47,34,12
"Hombres (032)",28079,366,22,5795,14241,1444,1855,1517,2839
"Empleado (033)",6523,26,1,459,2445,451,725,591,1825
"Obrero (034)",8883,155,13,2386,5062,342,474,242,209
"Trabajador independiente (035)",11362,168,5,2661,6073,587,599,569,700
"Empleador o patrono (036)",624,3,1,134,281,30,39,55,81
"Trabajador familiar no remunerado (037)",650,13,2,148,356,34,17,56,24
"Trabajador del hogar (038)",37,1,,7,24,,1,4,
"Mujeres (040)",14951,637,10,3273,5538,754,1476,914,2349
"Empleado (041)",5209,30,2,314,1331,320,821,526,1865
"Obrero (042)",1598,163,2,554,704,44,62,38,31
"Trabajador independiente (043)",5896,352,3,1744,2439,281,473,243,361
"Empleador o patrono (044)",237,5,,52,94,16,21,19,30
"Trabajador familiar no remunerado (045)",991,53,2,310,419,46,53,58,50
"Trabajador del hogar (046)",1020,34,1,299,551,47,46,30,12
,,,,,,,,,
"RURAL (048)",7450,696,9,2368,3540,231,178,210,218
"Empleado (049)",404,10,,40,167,26,52,40,69
"Obrero (050)",4642,417,6,1542,2334,108,66,99,70
"Trabajador independiente (051)",1716,173,1,573,739,71,45,52,62
"Empleador o patrono (052)",172,20,,79,53,2,4,5,9
"Trabajador familiar no remunerado (053)",423,65,2,113,200,16,8,12,7
"Trabajador del hogar (054)",93,11,,21,47,8,3,2,1
"Hombres (056)",5754,402,5,1812,2926,175,111,167,156
"Empleado (057)",244,4,,26,122,14,19,22,37
"Obrero (058)",3788,266,4,1199,2020,94,55,89,61
"Trabajador independiente (059)",1358,107,,471,609,54,30,40,47
"Empleador o patrono (060)",148,13,,69,50,2,3,5,6
"Trabajador familiar no remunerado (061)",216,12,1,47,125,11,4,11,5
"Mujeres (064)",1696,294,4,556,614,56,67,43,62
"Empleado (065)",160,6,,14,45,12,33,18,32
"Obrero (066)",854,151,2,343,314,14,11,10,9
"Trabajador independiente (067)",358,66,1,102,130,17,15,12,15
"Empleador o patrono (068)",24,7,,10,3,,1,,3
"Trabajador familiar no remunerado (069)",207,53,1,66,75,5,4,1,2
"Trabajador del hogar (070)",93,11,,21,47,8,3,2,1
