"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CASTROVIRREYNA (000)",6492,101,1756,2216,1738,681
"Empleado (001)",1124,,319,553,241,11
"Obrero (002)",1625,7,642,599,334,43
"Trabajador independiente (003)",2755,13,481,826,913,522
"Empleador o patrono (004)",32,,12,9,7,4
"Trabajador familiar no remunerado (005)",906,79,276,219,232,100
"Trabajador del hogar (006)",50,2,26,10,11,1
"Hombres (008)",4531,55,1278,1559,1188,451
"Empleado (009)",698,,175,335,178,10
"Obrero (010)",1489,6,602,551,300,30
"Trabajador independiente (011)",1944,7,332,587,645,373
"Empleador o patrono (012)",21,,7,7,3,4
"Trabajador familiar no remunerado (013)",370,40,157,77,62,34
"Trabajador del hogar (014)",9,2,5,2,,
"Mujeres (016)",1961,46,478,657,550,230
"Empleado (017)",426,,144,218,63,1
"Obrero (018)",136,1,40,48,34,13
"Trabajador independiente (019)",811,6,149,239,268,149
"Empleador o patrono (020)",11,,5,2,4,
"Trabajador familiar no remunerado (021)",536,39,119,142,170,66
"Trabajador del hogar (022)",41,,21,8,11,1
,,,,,,
"URBANA (024)",2630,44,778,1005,648,155
"Empleado (025)",803,,226,402,166,9
"Obrero (026)",884,6,349,327,187,15
"Trabajador independiente (027)",710,6,132,226,234,112
"Empleador o patrono (028)",12,,3,4,4,1
"Trabajador familiar no remunerado (029)",182,30,50,38,47,17
"Trabajador del hogar (030)",39,2,18,8,10,1
"Hombres (032)",1854,26,576,679,467,106
"Empleado (033)",480,,122,227,123,8
"Obrero (034)",829,5,329,307,175,13
"Trabajador independiente (035)",452,3,89,130,153,77
"Empleador o patrono (036)",7,,2,3,1,1
"Trabajador familiar no remunerado (037)",81,16,31,12,15,7
"Trabajador del hogar (038)",5,2,3,,,
"Mujeres (040)",776,18,202,326,181,49
"Empleado (041)",323,,104,175,43,1
"Obrero (042)",55,1,20,20,12,2
"Trabajador independiente (043)",258,3,43,96,81,35
"Empleador o patrono (044)",5,,1,1,3,
"Trabajador familiar no remunerado (045)",101,14,19,26,32,10
"Trabajador del hogar (046)",34,,15,8,10,1
,,,,,,
"RURAL (048)",3862,57,978,1211,1090,526
"Empleado (049)",321,,93,151,75,2
"Obrero (050)",741,1,293,272,147,28
"Trabajador independiente (051)",2045,7,349,600,679,410
"Empleador o patrono (052)",20,,9,5,3,3
"Trabajador familiar no remunerado (053)",724,49,226,181,185,83
"Trabajador del hogar (054)",11,,8,2,1,
"Hombres (056)",2677,29,702,880,721,345
"Empleado (057)",218,,53,108,55,2
"Obrero (058)",660,1,273,244,125,17
"Trabajador independiente (059)",1492,4,243,457,492,296
"Empleador o patrono (060)",14,,5,4,2,3
"Trabajador familiar no remunerado (061)",289,24,126,65,47,27
"Trabajador del hogar (062)",4,,2,2,,
"Mujeres (064)",1185,28,276,331,369,181
"Empleado (065)",103,,40,43,20,
"Obrero (066)",81,,20,28,22,11
"Trabajador independiente (067)",553,3,106,143,187,114
"Empleador o patrono (068)",6,,4,1,1,
"Trabajador familiar no remunerado (069)",435,25,100,116,138,56
"Trabajador del hogar (070)",7,,6,,1,
