"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",29183,6535,7090,6215,4442,2629,2272
"Católica (001)",16798,3643,4071,3532,2576,1599,1377
"Cristiana/Evangélica (002)",10305,2412,2508,2190,1585,863,747
"Otra (003)",1153,258,269,270,159,104,93
"Ninguna (004)",927,222,242,223,122,63,55
"Hombres (006)",15030,3334,3486,3156,2359,1447,1248
"Católica (007)",8942,1909,2117,1845,1392,894,785
"Cristiana/Evangélica (008)",5005,1188,1121,1038,818,462,378
"Otra (009)",577,114,125,145,84,54,55
"Ninguna (010)",506,123,123,128,65,37,30
"Mujeres (012)",14153,3201,3604,3059,2083,1182,1024
"Católica (013)",7856,1734,1954,1687,1184,705,592
"Cristiana/Evangélica (014)",5300,1224,1387,1152,767,401,369
"Otra (015)",576,144,144,125,75,50,38
"Ninguna (016)",421,99,119,95,57,26,25
,,,,,,,
"URBANA (018)",8787,2081,1911,1922,1297,826,750
"Católica (019)",6227,1451,1357,1371,918,596,534
"Cristiana/Evangélica (020)",1933,485,411,394,298,172,173
"Otra (021)",381,82,88,88,46,44,33
"Ninguna (022)",246,63,55,69,35,14,10
"Hombres (024)",4445,1072,905,926,670,447,425
"Católica (025)",3194,768,658,659,482,324,303
"Cristiana/Evangélica (026)",912,236,173,175,142,91,95
"Otra (027)",185,35,40,46,24,23,17
"Ninguna (028)",154,33,34,46,22,9,10
"Mujeres (030)",4342,1009,1006,996,627,379,325
"Católica (031)",3033,683,699,712,436,272,231
"Cristiana/Evangélica (032)",1021,249,238,219,156,81,78
"Otra (033)",196,47,48,42,22,21,16
"Ninguna (034)",92,30,21,23,13,5,
,,,,,,,
"RURAL (036)",20396,4454,5179,4293,3145,1803,1522
"Católica (037)",10571,2192,2714,2161,1658,1003,843
"Cristiana/Evangélica (038)",8372,1927,2097,1796,1287,691,574
"Otra (039)",772,176,181,182,113,60,60
"Ninguna (040)",681,159,187,154,87,49,45
"Hombres (042)",10585,2262,2581,2230,1689,1000,823
"Católica (043)",5748,1141,1459,1186,910,570,482
"Cristiana/Evangélica (044)",4093,952,948,863,676,371,283
"Otra (045)",392,79,85,99,60,31,38
"Ninguna (046)",352,90,89,82,43,28,20
"Mujeres (048)",9811,2192,2598,2063,1456,803,699
"Católica (049)",4823,1051,1255,975,748,433,361
"Cristiana/Evangélica (050)",4279,975,1149,933,611,320,291
"Otra (051)",380,97,96,83,53,29,22
"Ninguna (052)",329,69,98,72,44,21,25
