"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CUTERVO (000)",34094,32295,117,6363,5820,4487,6321,4649,2894,1644,1799,131711
"De 12 a 14 años (001)",65,28,2,24,2,,,,,,37,28
"De 15 a 19 años (002)",1143,984,12,820,140,10,2,,,,159,1138
"De 20 a 24 años (003)",3747,3237,15,1893,1000,277,50,2,,,510,4944
"De 25 a 29 años (004)",4466,4077,14,1403,1371,779,474,36,,,389,8720
"De 30 a 34 años (005)",4206,4033,1,742,1115,942,941,250,34,8,173,11849
"De 35 a 39 años (006)",4135,3992,16,477,788,829,1147,545,164,26,143,14746
"De 40 a 44 años (007)",3469,3350,9,256,483,551,975,696,297,83,119,15029
"De 45 a 49 años (008)",2985,2920,7,192,283,370,769,679,404,216,65,15439
"De 50 y más años (009)",9878,9674,41,556,638,729,1963,2441,1995,1311,204,59818
"PEA (010)",6043,5520,25,1371,1212,870,967,562,348,165,523,18967
"De 12 a 14 años (011)",7,2,,2,,,,,,,5,2
"De 15 a 19 años (012)",131,104,1,82,20,1,,,,,27,125
"De 20 a 24 años (013)",587,439,3,268,128,32,8,,,,148,655
"De 25 a 29 años (014)",855,705,1,348,206,94,49,7,,,150,1293
"De 30 a 34 años (015)",869,811,,249,248,163,117,29,4,1,58,1962
"De 35 a 39 años (016)",933,878,7,162,239,184,210,60,12,4,55,2646
"De 40 a 44 años (017)",767,733,5,81,174,166,166,89,46,6,34,2665
"De 45 a 49 años (018)",615,601,3,67,90,107,157,102,52,23,14,2610
"De 50 y más años (019)",1279,1247,5,112,107,123,260,275,234,131,32,7009
"Ocupada (020)",5836,5382,23,1306,1183,853,957,552,344,164,454,18638
"De 12 a 14 años (021)",6,1,,1,,,,,,,5,1
