"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SANCHEZ CARRION (000)",37151,1218,14116,11582,7768,2467
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",61,,4,40,15,2
"Profes., científicos e intelectuales (002)",1726,,362,1011,343,10
"Técnicos de nivel medio y trab.asimilados (003)",444,,157,180,99,8
"Jefes y empleados de oficina (004)",391,,192,127,72,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2165,35,701,772,535,122
"Agricult.trabaj. calif. agrop. y pesqueros (006)",14295,117,3969,4752,3868,1589
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2092,36,859,661,413,123
"Obreros construc., conf., papel, fab., instr. (008)",1615,9,668,582,332,24
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",11675,916,5858,2715,1707,479
"Otra (010)",93,,23,51,19,
"Ocupación no especificada (011)",859,3,338,269,180,69
"Desocupado (012)",1735,102,985,422,185,41
"Hombres (013)",29328,807,10973,9116,6326,2106
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",50,,3,33,12,2
"Profes., científicos e intelectuales (015)",812,,138,475,191,8
"Técnicos de nivel medio y trab.asimilados (016)",308,,105,120,75,8
"Jefes y empleados de oficina (017)",199,,77,75,47,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",835,17,269,309,189,51
"Agricult.trabaj. calif. agrop. y pesqueros (019)",13869,106,3849,4638,3742,1534
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1671,23,687,536,332,93
"Obreros construc., conf., papel, fab., instr. (021)",1572,7,652,569,323,21
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",8295,588,4313,1886,1174,334
"Otra (023)",93,,23,51,19,
"Ocupación no especificada (024)",260,3,119,70,49,19
"Desocupado (025)",1364,63,738,354,173,36
"Mujeres (026)",7823,411,3143,2466,1442,361
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,,1,7,3,
"Profes., científicos e intelectuales (028)",914,,224,536,152,2
"Técnicos de nivel medio y trab.asimilados (029)",136,,52,60,24,
"Jefes y empleados de oficina (030)",192,,115,52,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1330,18,432,463,346,71
"Agricult.trabaj. calif. agrop. y pesqueros (032)",426,11,120,114,126,55
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",421,13,172,125,81,30
