"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia GRAU (000)",5790,3817,823,176,974
"Empleado (001)",1109,152,121,57,779
"Obrero (002)",927,424,226,84,193
"Trabajador independiente (003)",2783,2452,331,,
"Empleador o patrono (004)",55,43,9,3,
"Trabajador familiar no remunerado (005)",856,686,136,32,2
"Trabajador del hogar (006)",60,60,,,
"De 06 a 14 años (008)",73,63,10,,
"Empleado (009)",3,3,,,
"Obrero (010)",10,8,2,,
"Trabajador independiente (011)",4,2,2,,
"Trabajador familiar no remunerado (013)",47,41,6,,
"Trabajador del hogar (014)",9,9,,,
"De 15 a 29 años (016)",1443,949,199,47,248
"Empleado (017)",265,56,24,14,171
"Obrero (018)",342,169,72,26,75
"Trabajador independiente (019)",486,436,50,,
"Empleador o patrono (020)",11,10,,1,
"Trabajador familiar no remunerado (021)",299,238,53,6,2
"Trabajador del hogar (022)",40,40,,,
"De 30 a 44 años (024)",2082,1217,317,70,478
"Empleado (025)",546,57,60,26,403
"Obrero (026)",337,136,94,32,75
"Trabajador independiente (027)",951,828,123,,
"Empleador o patrono (028)",14,9,3,2,
"Trabajador familiar no remunerado (029)",227,180,37,10,
"Trabajador del hogar (030)",7,7,,,
"De 45 a 64 años (032)",1603,1076,237,50,240
"Empleado (033)",286,30,37,17,202
"Obrero (034)",197,89,49,21,38
"Trabajador independiente (035)",897,783,114,,
"Empleador o patrono (036)",21,16,5,,
"Trabajador familiar no remunerado (037)",198,154,32,12,
"Trabajador del hogar (038)",4,4,,,
"De 65 y más años (040)",589,512,60,9,8
"Empleado (041)",9,6,,,3
"Obrero (042)",41,22,9,5,5
"Trabajador independiente (043)",445,403,42,,
"Empleador o patrono (044)",9,8,1,,
"Trabajador familiar no remunerado (045)",85,73,8,4,
,,,,,
"URBANA (048)",2694,1460,386,119,729
"Empleado (049)",866,100,93,44,629
"Obrero (050)",482,210,114,59,99
"Trabajador independiente (051)",994,876,118,,
"Empleador o patrono (052)",24,19,3,2,
"Trabajador familiar no remunerado (053)",281,208,58,14,1
"Trabajador del hogar (054)",47,47,,,
"De 06 a 14 años (056)",39,31,8,,
"Empleado (057)",2,2,,,
"Obrero (058)",7,5,2,,
"Trabajador independiente (059)",4,2,2,,
