"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PARURO (000)",30939,577,11496,5718,5551,4818,2779
"Hombres (001)",15760,282,6018,2965,2777,2434,1284
"Mujeres (002)",15179,295,5478,2753,2774,2384,1495
"Viviendas particulares (003)",30753,577,11495,5655,5465,4785,2776
"Hombres (004)",15606,282,6017,2915,2703,2408,1281
"Mujeres (005)",15147,295,5478,2740,2762,2377,1495
"Viviendas colectivas (006)",158,,1,50,73,31,3
"Hombres (007)",130,,1,40,61,25,3
"Mujeres (008)",28,,,10,12,6,
"Otro tipo (009)",28,,,13,13,2,
"Hombres (010)",24,,,10,13,1,
"Mujeres (011)",4,,,3,,1,
,,,,,,,
"URBANA (012)",10575,169,3557,2013,2015,1729,1092
"Hombres (013)",5323,82,1843,1036,994,870,498
"Mujeres (014)",5252,87,1714,977,1021,859,594
"Viviendas particulares (015)",10445,169,3556,1973,1953,1704,1090
"Hombres (016)",5221,82,1842,1009,942,850,496
"Mujeres (017)",5224,87,1714,964,1011,854,594
"Viviendas colectivas (018)",106,,1,30,50,23,2
"Hombres (019)",82,,1,20,40,19,2
"Mujeres (020)",24,,,10,10,4,
"Otro tipo (021)",24,,,10,12,2,
"Hombres (022)",20,,,7,12,1,
"Mujeres (023)",4,,,3,,1,
,,,,,,,
"RURAL (024)",20364,408,7939,3705,3536,3089,1687
"Hombres (025)",10437,200,4175,1929,1783,1564,786
"Mujeres (026)",9927,208,3764,1776,1753,1525,901
"Viviendas particulares (027)",20308,408,7939,3682,3512,3081,1686
"Hombres (028)",10385,200,4175,1906,1761,1558,785
"Mujeres (029)",9923,208,3764,1776,1751,1523,901
"Viviendas colectivas (030)",52,,,20,23,8,1
"Hombres (031)",48,,,20,21,6,1
"Mujeres (032)",4,,,,2,2,
"Otro tipo (033)",4,,,3,1,,
"Hombres (034)",4,,,3,1,,
