"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia CAÑETE",,,,,,,,,
"Hogares (001)",50260,340,36798,2107,187,9315,7,24,1482
"Ocupantes presentes (002)",198348,1149,150633,7155,613,36196,36,76,2490
"Casa independiente",,,,,,,,,
"Hogares (004)",46168,302,34342,1825,145,8336,7,23,1188
"Ocupantes presentes (005)",184110,1030,141251,6244,526,32973,36,75,1975
"Departamento en edificio",,,,,,,,,
"Hogares (007)",394,9,326,9,,,,,50
"Ocupantes presentes (008)",1352,32,1212,33,,,,,75
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",456,8,370,35,,,,,43
"Ocupantes presentes (011)",1677,33,1425,153,,,,,66
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",300,6,216,25,1,30,,,22
"Ocupantes presentes (014)",1076,17,822,77,6,115,,,39
"Choza o cabaña",,,,,,,,,
"Hogares (016)",738,3,161,29,18,484,,1,42
"Ocupantes presentes (017)",2121,11,553,49,24,1427,,1,56
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1969,4,1248,165,23,424,,,105
"Ocupantes presentes (020)",7262,14,4917,533,57,1514,,,227
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",127,8,76,12,,7,,,24
"Ocupantes presentes (023)",340,12,229,35,,26,,,38
"Otro tipo",,,,,,,,,
"Hogares (025)",108,,59,7,,34,,,8
"Ocupantes presentes (026)",410,,224,31,,141,,,14
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",41801,320,32446,1901,144,5749,7,19,1215
"Ocupantes presentes (029)",166965,1090,134130,6539,507,22539,36,67,2057
"Casa independiente",,,,,,,,,
"Hogares (031)",38516,288,30185,1651,120,5277,7,19,969
"Ocupantes presentes (032)",155091,986,125418,5691,444,20841,36,67,1608
"Departamento en edificio",,,,,,,,,
"Hogares (034)",394,9,326,9,,,,,50
"Ocupantes presentes (035)",1352,32,1212,33,,,,,75
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",456,8,370,35,,,,,43
"Ocupantes presentes (038)",1677,33,1425,153,,,,,66
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",300,6,216,25,1,30,,,22
"Ocupantes presentes (041)",1076,17,822,77,6,115,,,39
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1969,4,1248,165,23,424,,,105
"Ocupantes presentes (047)",7262,14,4917,533,57,1514,,,227
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",104,5,63,11,,5,,,20
"Ocupantes presentes (050)",273,8,183,32,,20,,,30
"Otro tipo",,,,,,,,,
"Hogares (052)",62,,38,5,,13,,,6
"Ocupantes presentes (053)",234,,153,20,,49,,,12
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8459,20,4352,206,43,3566,,5,267
"Ocupantes presentes (056)",31383,59,16503,616,106,13657,,9,433
"Casa independiente",,,,,,,,,
"Hogares (058)",7652,14,4157,174,25,3059,,4,219
"Ocupantes presentes (059)",29019,44,15833,553,82,12132,,8,367
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",738,3,161,29,18,484,,1,42
"Ocupantes presentes (071)",2121,11,553,49,24,1427,,1,56
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",23,3,13,1,,2,,,4
"Ocupantes presentes (077)",67,4,46,3,,6,,,8
"Otro tipo",,,,,,,,,
"Hogares (079)",46,,21,2,,21,,,2
"Ocupantes presentes (080)",176,,71,11,,92,,,2
