"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUALLAGA (000)",6212,42,155,399,628,1362,2443,1183
"De 12 a 14 años (001)",24,,,,,,4,20
"De 15 a 19 años (002)",314,,,,,,208,106
"De 20 a 24 años (003)",761,,,,,1,548,212
"De 25 a 29 años (004)",786,,,,,54,568,164
"De 30 a 34 años (005)",776,,,,1,168,471,136
"De 35 a 39 años (006)",756,,,,13,275,368,100
"De 40 a 44 años (007)",652,,,,62,320,191,79
"De 45 a 49 años (008)",547,,,3,117,285,69,73
"De 50 y más años (009)",1596,42,155,396,435,259,16,293
"Sin nivel (010)",613,8,29,48,86,146,167,129
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",9,,,,,,5,4
"De 20 a 24 años (013)",28,,,,,,24,4
"De 25 a 29 años (014)",33,,,,,2,21,10
"De 30 a 34 años (015)",38,,,,1,6,26,5
"De 35 a 39 años (016)",61,,,,1,11,39,10
"De 40 a 44 años (017)",64,,,,2,23,28,11
"De 45 a 49 años (018)",70,,,,7,37,17,9
"De 50 y más años (019)",308,8,29,48,75,67,6,75
"Educacion Inicial (020)",9,,,,,1,6,2
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",1,,,,,,1,
"De 25 a 29 años (024)",2,,,,,,2,
"De 30 a 34 años (025)",3,,,,,1,1,1
"De 35 a 39 años (026)",2,,,,,,1,1
"Primaria (030)",3635,32,109,290,369,764,1437,634
"De 12 a 14 años (031)",13,,,,,,3,10
"De 15 a 19 años (032)",196,,,,,,132,64
"De 20 a 24 años (033)",427,,,,,,309,118
"De 25 a 29 años (034)",454,,,,,31,345,78
"De 30 a 34 años (035)",446,,,,,102,274,70
"De 35 a 39 años (036)",406,,,,10,150,209,37
"De 40 a 44 años (037)",348,,,,30,166,113,39
"De 45 a 49 años (038)",296,,,3,49,160,45,39
"De 50 y más años (039)",1049,32,109,287,280,155,7,179
"Secundaria (040)",1452,2,11,38,117,336,657,291
"De 12 a 14 años (041)",9,,,,,,,9
"De 15 a 19 años (042)",107,,,,,,69,38
"De 20 a 24 años (043)",257,,,,,1,189,67
"De 25 a 29 años (044)",226,,,,,17,159,50
"De 30 a 34 años (045)",222,,,,,52,131,39
"De 35 a 39 años (046)",191,,,,2,85,75,29
"De 40 a 44 años (047)",151,,,,19,87,28,17
"De 45 a 49 años (048)",125,,,,40,67,4,14
"De 50 y más años (049)",164,2,11,38,56,27,2,28
"Sup. no Univ. incompleta (050)",99,,,1,6,22,47,23
"De 15 a 19 años (052)",1,,,,,,1,
