"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia BOLIVAR",,,,,,,,,
"Viviendas particulares (001)",3727,1085,1051,509,515,194,158,67,148
"Ocupantes presentes (002)",16570,4625,4677,2229,2369,887,761,315,707
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3531,959,1007,499,507,190,157,66,146
"Ocupantes presentes (005)",15700,4090,4490,2178,2323,867,755,308,689
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,,2,1,1,,1,1,2
"Ocupantes presentes (011)",50,,10,4,5,,6,7,18
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,1,,1,1,2,,,
"Ocupantes presentes (014)",5,1,,1,1,2,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",180,124,40,8,6,2,,,
"Ocupantes presentes (017)",802,532,166,46,40,18,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,,
"Ocupantes presentes (023)",13,2,11,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1347,200,314,199,241,108,111,56,118
"Ocupantes presentes (029)",5674,772,1288,808,981,454,536,254,581
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1332,198,311,197,239,106,110,55,116
"Ocupantes presentes (032)",5611,769,1272,803,975,452,530,247,563
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,,2,1,1,,1,1,2
"Ocupantes presentes (038)",50,,10,4,5,,6,7,18
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,1,,1,1,2,,,
"Ocupantes presentes (041)",5,1,,1,1,2,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,,
"Ocupantes presentes (050)",8,2,6,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2380,885,737,310,274,86,47,11,30
"Ocupantes presentes (056)",10896,3853,3389,1421,1388,433,225,61,126
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2199,761,696,302,268,84,47,11,30
"Ocupantes presentes (059)",10089,3321,3218,1375,1348,415,225,61,126
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",180,124,40,8,6,2,,,
"Ocupantes presentes (071)",802,532,166,46,40,18,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",5,,5,,,,,,
"Otro tipo",,,,,,,,,
