"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia HUANCA SANCOS",,,,,,,
"Viviendas particulares (001)",3400,430,16,25,2706,156,67
"Ocupantes presentes (002)",10465,1196,46,97,8575,338,213
"Casa independiente",,,,,,,
"Viviendas particulares (004)",2854,291,5,23,2442,38,55
"Ocupantes presentes (005)",9438,931,21,94,8090,108,194
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",4,3,,,1,,
"Ocupantes presentes (008)",13,10,,,3,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",15,5,,,9,,1
"Ocupantes presentes (011)",65,26,,,35,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",9,2,,,6,,1
"Ocupantes presentes (014)",32,4,,,27,,1
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",511,127,11,2,248,113,10
"Ocupantes presentes (017)",883,219,25,3,420,202,14
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,,,,,1,
"Ocupantes presentes (020)",5,,,,,5,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",5,1,,,,4,
"Ocupantes presentes (023)",26,3,,,,23,
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,1,,,,,
"Ocupantes presentes (026)",3,3,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2117,253,4,18,1768,24,50
"Ocupantes presentes (029)",7076,833,20,74,5874,90,185
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2084,242,4,18,1752,20,48
"Ocupantes presentes (032)",6937,790,20,74,5809,64,180
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",4,3,,,1,,
"Ocupantes presentes (035)",13,10,,,3,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",15,5,,,9,,1
"Ocupantes presentes (038)",65,26,,,35,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",9,2,,,6,,1
"Ocupantes presentes (041)",32,4,,,27,,1
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,,,,,1,
"Ocupantes presentes (047)",5,,,,,5,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",4,1,,,,3,
"Ocupantes presentes (050)",24,3,,,,21,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",1283,177,12,7,938,132,17
"Ocupantes presentes (056)",3389,363,26,23,2701,248,28
"Casa independiente",,,,,,,
"Viviendas particulares (058)",770,49,1,5,690,18,7
"Ocupantes presentes (059)",2501,141,1,20,2281,44,14
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",511,127,11,2,248,113,10
"Ocupantes presentes (071)",883,219,25,3,420,202,14
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",2,,,,,2,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,1,,,,,
"Ocupantes presentes (080)",3,3,,,,,
