"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LAURICOCHA (000)",35323,758,13526,8381,6103,4486,2069
"Hombres (001)",18294,378,7025,4404,3212,2284,991
"Mujeres (002)",17029,380,6501,3977,2891,2202,1078
"Viviendas particulares (003)",34003,758,13518,7874,5508,4282,2063
"Hombres (004)",17053,378,7022,3925,2652,2090,986
"Mujeres (005)",16950,380,6496,3949,2856,2192,1077
"Viviendas colectivas (006)",1297,,5,500,587,202,3
"Hombres (007)",1226,,2,473,556,192,3
"Mujeres (008)",71,,3,27,31,10,
"Otro tipo (009)",23,,3,7,8,2,3
"Hombres (010)",15,,1,6,4,2,2
"Mujeres (011)",8,,2,1,4,,1
,,,,,,,
"URBANA (012)",7938,181,2819,1931,1376,1094,537
"Hombres (013)",3936,91,1454,970,668,509,244
"Mujeres (014)",4002,90,1365,961,708,585,293
"Viviendas particulares (015)",7873,181,2815,1913,1346,1084,534
"Hombres (016)",3892,91,1453,956,650,500,242
"Mujeres (017)",3981,90,1362,957,696,584,292
"Viviendas colectivas (018)",42,,1,11,22,8,
"Hombres (019)",29,,,8,14,7,
"Mujeres (020)",13,,1,3,8,1,
"Otro tipo (021)",23,,3,7,8,2,3
"Hombres (022)",15,,1,6,4,2,2
"Mujeres (023)",8,,2,1,4,,1
,,,,,,,
"RURAL (024)",27385,577,10707,6450,4727,3392,1532
"Hombres (025)",14358,287,5571,3434,2544,1775,747
"Mujeres (026)",13027,290,5136,3016,2183,1617,785
"Viviendas particulares (027)",26130,577,10703,5961,4162,3198,1529
"Hombres (028)",13161,287,5569,2969,2002,1590,744
"Mujeres (029)",12969,290,5134,2992,2160,1608,785
"Viviendas colectivas (030)",1255,,4,489,565,194,3
"Hombres (031)",1197,,2,465,542,185,3
"Mujeres (032)",58,,2,24,23,9,
