"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia AYMARAES",,,,,,,
"Hogares (001)",8854,219,94,105,175,215,8108
"Ocupantes presentes (002)",28442,598,260,397,539,712,26126
"Casa independiente",,,,,,,
"Hogares (004)",8364,212,93,104,167,210,7638
"Ocupantes presentes (005)",27217,577,258,395,519,704,24949
"Departamento en edificio",,,,,,,
"Hogares (007)",7,1,,,,,6
"Ocupantes presentes (008)",17,1,,,,,16
"Vivienda en quinta",,,,,,,
"Hogares (010)",14,,,,,,14
"Ocupantes presentes (011)",44,,,,,,44
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",127,4,,,6,1,117
"Ocupantes presentes (014)",372,14,,,18,3,340
"Choza o cabaña",,,,,,,
"Hogares (016)",336,2,1,1,2,4,327
"Ocupantes presentes (017)",784,6,2,2,2,5,769
"Vivienda improvisada",,,,,,,
"Hogares (019)",3,,,,,,3
"Ocupantes presentes (020)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",3,,,,,,3
"Ocupantes presentes (023)",3,,,,,,3
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",3876,127,60,41,77,92,3506
"Ocupantes presentes (029)",12555,335,170,157,268,325,11382
"Casa independiente",,,,,,,
"Hogares (031)",3723,122,60,41,71,91,3364
"Ocupantes presentes (032)",12115,320,170,157,250,322,10975
"Departamento en edificio",,,,,,,
"Hogares (034)",7,1,,,,,6
"Ocupantes presentes (035)",17,1,,,,,16
"Vivienda en quinta",,,,,,,
"Hogares (037)",14,,,,,,14
"Ocupantes presentes (038)",44,,,,,,44
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",127,4,,,6,1,117
"Ocupantes presentes (041)",372,14,,,18,3,340
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",3,,,,,,3
"Ocupantes presentes (047)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",2,,,,,,2
"Ocupantes presentes (050)",2,,,,,,2
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",4978,92,34,64,98,123,4602
"Ocupantes presentes (056)",15887,263,90,240,271,387,14744
"Casa independiente",,,,,,,
"Hogares (058)",4641,90,33,63,96,119,4274
"Ocupantes presentes (059)",15102,257,88,238,269,382,13974
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",336,2,1,1,2,4,327
"Ocupantes presentes (071)",784,6,2,2,2,5,769
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",1,,,,,,1
"Ocupantes presentes (077)",1,,,,,,1
"Otro tipo",,,,,,,
